state_fips,name,rate_raw,ci_lo,ci_hi,count_raw,trend,rate,avg_annual_count,status,title,site,site_code
36000,New York,135.5,134.6,136.4,17090,rising,135.5,17090,ok,"Prostate (All Stages^), 2018-2022",prostate,066
11001,District of Columbia,135.1,129.3,141.2,416,stable,135.1,416,ok,"Prostate (All Stages^), 2018-2022",prostate,066
37000,North Carolina,132.3,131.0,133.6,8614,rising,132.3,8614,ok,"Prostate (All Stages^), 2018-2022",prostate,066
46000,South Dakota,132.1,127.8,136.5,775,rising,132.1,775,ok,"Prostate (All Stages^), 2018-2022",prostate,066
30000,Montana,131,127.5,134.7,1075,falling,131.0,1075,ok,"Prostate (All Stages^), 2018-2022",prostate,066
19000,Iowa,129.5,127.3,131.7,2710,rising,129.5,2710,ok,"Prostate (All Stages^), 2018-2022",prostate,066
49000,Utah,127.8,125.2,130.4,1917,rising,127.8,1917,ok,"Prostate (All Stages^), 2018-2022",prostate,066
55000,Wisconsin,126.7,125.1,128.3,5144,rising,126.7,5144,ok,"Prostate (All Stages^), 2018-2022",prostate,066
20000,Kansas,125.5,123.1,127.9,2269,rising,125.5,2269,ok,"Prostate (All Stages^), 2018-2022",prostate,066
38000,North Dakota,123.1,118.6,127.8,592,stable,123.1,592,ok,"Prostate (All Stages^), 2018-2022",prostate,066
17000,Illinois,122,120.9,123.2,9571,stable,122.0,9571,ok,"Prostate (All Stages^), 2018-2022",prostate,066
39000,Ohio,120.8,119.7,121.9,9362,rising,120.8,9362,ok,"Prostate (All Stages^), 2018-2022",prostate,066
27000,Minnesota,120.3,118.7,122.0,4406,rising,120.3,4406,ok,"Prostate (All Stages^), 2018-2022",prostate,066
26000,Michigan,119.6,118.4,120.8,8137,rising,119.6,8137,ok,"Prostate (All Stages^), 2018-2022",prostate,066
16000,Idaho,119.1,116.2,122.0,1390,falling,119.1,1390,ok,"Prostate (All Stages^), 2018-2022",prostate,066
33000,New Hampshire,118.7,115.7,121.8,1230,rising,118.7,1230,ok,"Prostate (All Stages^), 2018-2022",prostate,066
31000,Nebraska,118.1,115.3,120.9,1427,falling,118.1,1427,ok,"Prostate (All Stages^), 2018-2022",prostate,066
44000,Rhode Island,117.9,114.4,121.6,865,stable,117.9,865,ok,"Prostate (All Stages^), 2018-2022",prostate,066
05000,Arkansas,117.4,115.2,119.6,2252,stable,117.4,2252,ok,"Prostate (All Stages^), 2018-2022",prostate,066
47000,Tennessee,117.2,115.7,118.7,5089,stable,117.2,5089,ok,"Prostate (All Stages^), 2018-2022",prostate,066
21000,Kentucky,116.8,115.0,118.7,3337,stable,116.8,3337,ok,"Prostate (All Stages^), 2018-2022",prostate,066
45000,South Carolina,115,113.4,116.7,3953,stable,115.0,3953,ok,"Prostate (All Stages^), 2018-2022",prostate,066
50000,Vermont,114.1,109.8,118.6,564,rising,114.1,564,ok,"Prostate (All Stages^), 2018-2022",prostate,066
01000,Alabama,113.6,111.9,115.4,3641,falling,113.6,3641,ok,"Prostate (All Stages^), 2018-2022",prostate,066
25000,Massachusetts,113.1,111.6,114.5,5120,stable,113.1,5120,ok,"Prostate (All Stages^), 2018-2022",prostate,066
42000,Pennsylvania,111.2,110.3,112.3,10031,stable,111.2,10031,ok,"Prostate (All Stages^), 2018-2022",prostate,066
18000,Indiana,111.2,109.7,112.7,4614,falling,111.2,4614,ok,"Prostate (All Stages^), 2018-2022",prostate,066
48000,Texas,110.7,109.9,111.5,16468,stable,110.7,16468,ok,"Prostate (All Stages^), 2018-2022",prostate,066
56000,Wyoming,110.6,105.9,115.4,456,falling,110.6,456,ok,"Prostate (All Stages^), 2018-2022",prostate,066
51000,Virginia,110.1,108.8,111.4,5831,rising,110.1,5831,ok,"Prostate (All Stages^), 2018-2022",prostate,066
23000,Maine,108.5,105.6,111.3,1187,rising,108.5,1187,ok,"Prostate (All Stages^), 2018-2022",prostate,066
40000,Oklahoma,108,106.1,109.9,2558,rising,108.0,2558,ok,"Prostate (All Stages^), 2018-2022",prostate,066
02900,Alaska,107.7,102.9,112.7,448,rising,107.7,448,ok,"Prostate (All Stages^), 2018-2022",prostate,066
12000,Florida,106.8,106.0,107.5,16982,stable,106.8,16982,ok,"Prostate (All Stages^), 2018-2022",prostate,066
53000,Washington,105.8,104.5,107.2,4994,rising,105.8,4994,ok,"Prostate (All Stages^), 2018-2022",prostate,066
54000,West Virginia,104.9,102.5,107.5,1415,rising,104.9,1415,ok,"Prostate (All Stages^), 2018-2022",prostate,066
15000,Hawaii,104.2,101.4,107.1,1058,stable,104.2,1058,ok,"Prostate (All Stages^), 2018-2022",prostate,066
06000,California,102.6,102.0,103.2,23010,rising,102.6,23010,ok,"Prostate (All Stages^), 2018-2022",prostate,066
41000,Oregon,102.3,100.6,104.0,2931,rising,102.3,2931,ok,"Prostate (All Stages^), 2018-2022",prostate,066
08000,Colorado,102.2,100.6,103.8,3434,falling,102.2,3434,ok,"Prostate (All Stages^), 2018-2022",prostate,066
29000,Missouri,102.1,100.7,103.5,4073,stable,102.1,4073,ok,"Prostate (All Stages^), 2018-2022",prostate,066
32000,Nevada,96.4,94.4,98.4,1919,rising,96.4,1919,ok,"Prostate (All Stages^), 2018-2022",prostate,066
35000,New Mexico,90,87.8,92.3,1291,stable,90.0,1291,ok,"Prostate (All Stages^), 2018-2022",prostate,066
04000,Arizona,80,78.8,81.1,3810,stable,80.0,3810,ok,"Prostate (All Stages^), 2018-2022",prostate,066
49000,Utah,42.7,41.7,43.8,1252,stable,42.7,1252,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
27000,Minnesota,38.8,38.1,39.5,2574,stable,38.8,2574,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
50000,Vermont,35.1,33.3,37.1,303,rising,35.1,303,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
19000,Iowa,32.8,32.0,33.7,1233,rising,32.8,1233,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
16000,Idaho,32.4,31.3,33.5,680,rising,32.4,680,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
04000,Arizona,32.3,31.8,32.9,2946,stable,32.3,2946,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
46000,South Dakota,30.3,28.7,31.9,317,rising,30.3,317,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
38000,North Dakota,30,28.3,31.8,248,rising,30.0,248,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
21000,Kentucky,28.8,28.2,29.5,1532,rising,28.8,1532,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
31000,Nebraska,28.7,27.7,29.8,631,stable,28.7,631,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
20000,Kansas,28.4,27.6,29.3,948,stable,28.4,948,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
33000,New Hampshire,28.1,27.0,29.2,527,falling,28.1,527,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
37000,North Carolina,28,27.6,28.5,3490,rising,28.0,3490,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
23000,Maine,27.5,26.4,28.7,530,rising,27.5,530,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
39000,Ohio,27.2,26.8,27.6,3901,rising,27.2,3901,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
30000,Montana,27.1,25.9,28.5,374,falling,27.1,374,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
56000,Wyoming,27,25.2,28.8,188,rising,27.0,188,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
12000,Florida,26.2,26.0,26.5,8071,stable,26.2,8071,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
53000,Washington,25.8,25.3,26.3,2299,stable,25.8,2299,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
10000,Delaware,25.3,24.1,26.6,339,falling,25.3,339,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
55000,Wisconsin,25.3,24.7,25.8,1824,rising,25.3,1824,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
54000,West Virginia,25,24.1,26.0,590,rising,25.0,590,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
13000,Georgia,25,24.6,25.4,2936,falling,25.0,2936,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
24000,Maryland,25,24.5,25.5,1837,rising,25.0,1837,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
15000,Hawaii,24.9,23.8,25.9,477,rising,24.9,477,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
05000,Arkansas,24.7,24.0,25.5,889,stable,24.7,889,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
41000,Oregon,24.3,23.6,24.9,1282,stable,24.3,1282,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
17000,Illinois,23.8,23.4,24.1,3559,rising,23.8,3559,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
06000,California,23.4,23.2,23.6,10424,rising,23.4,10424,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
32000,Nevada,22.6,21.9,23.4,835,stable,22.6,835,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
45000,South Carolina,22.4,21.9,23.0,1441,falling,22.4,1441,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
08000,Colorado,22.1,21.6,22.7,1423,rising,22.1,1423,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
01000,Alabama,21,20.5,21.6,1264,stable,21.0,1264,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
40000,Oklahoma,21,20.4,21.6,948,stable,21.0,948,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
51000,Virginia,21,20.6,21.4,2142,stable,21.0,2142,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
26000,Michigan,20.8,20.4,21.2,2566,rising,20.8,2566,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
34000,New Jersey,20.7,20.3,21.1,2382,stable,20.7,2382,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
29000,Missouri,20.4,20.0,20.9,1513,rising,20.4,1513,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
18000,Indiana,20.4,19.9,20.8,1597,falling,20.4,1597,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
47000,Tennessee,20.3,19.8,20.7,1670,stable,20.3,1670,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
42000,Pennsylvania,20,19.7,20.3,3347,falling,20.0,3347,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
44000,Rhode Island,19.3,18.3,20.4,271,falling,19.3,271,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
28000,Mississippi,19.2,18.5,19.9,655,stable,19.2,655,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
09000,Connecticut,19.2,18.6,19.8,895,falling,19.2,895,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
22000,Louisiana,18.7,18.1,19.2,983,stable,18.7,983,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
36000,New York,17.8,17.6,18.1,4405,stable,17.8,4405,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
35000,New Mexico,17.5,16.8,18.3,472,rising,17.5,472,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
02900,Alaska,16.2,14.9,17.6,121,rising,16.2,121,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
25000,Massachusetts,15.6,15.2,16.0,1359,falling,15.6,1359,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
48000,Texas,15.4,15.2,15.6,4565,rising,15.4,4565,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
11001,District of Columbia,9.8,8.7,10.9,66,rising,9.8,66,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
72001,Puerto Rico,3.3,3.1,3.6,149,stable,3.3,149,ok,"Melanoma of the Skin (All Stages^), 2018-2022",melanoma_skin,053
27000,Minnesota,22.5,22.0,23.0,1555,stable,22.5,1555,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
19000,Iowa,21.6,20.9,22.3,864,stable,21.6,864,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
12000,Florida,21.6,21.4,21.8,6599,falling,21.6,6599,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
09000,Connecticut,21,20.4,21.6,976,stable,21.0,976,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
34000,New Jersey,20.9,20.5,21.2,2375,stable,20.9,2375,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
55000,Wisconsin,20.7,20.3,21.2,1546,stable,20.7,1546,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
36000,New York,20.3,20.0,20.6,5021,falling,20.3,5021,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
33000,New Hampshire,20.1,19.2,21.1,379,stable,20.1,379,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
21000,Kentucky,19.6,19.1,20.1,1079,falling,19.6,1079,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
23000,Maine,19.4,18.5,20.3,390,stable,19.4,390,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
54000,West Virginia,19.2,18.5,20.1,485,stable,19.2,485,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
50000,Vermont,19,17.7,20.4,175,falling,19.0,175,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
53000,Washington,18.9,18.5,19.4,1699,falling,18.9,1699,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
29000,Missouri,18.9,18.5,19.4,1455,stable,18.9,1455,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
39000,Ohio,18.9,18.6,19.2,2806,falling,18.9,2806,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
46000,South Dakota,18.9,17.7,20.1,207,stable,18.9,207,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
42000,Pennsylvania,18.8,18.5,19.1,3253,falling,18.8,3253,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
17000,Illinois,18.8,18.4,19.1,2867,falling,18.8,2867,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
20000,Kansas,18.7,18.1,19.4,652,stable,18.7,652,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
22000,Louisiana,18.7,18.2,19.3,1014,falling,18.7,1014,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
16000,Idaho,18.7,17.8,19.5,406,stable,18.7,406,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
31000,Nebraska,18.6,17.8,19.5,426,falling,18.6,426,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
38000,North Dakota,18.6,17.3,19.9,167,stable,18.6,167,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
26000,Michigan,18.6,18.2,18.9,2373,falling,18.6,2373,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
44000,Rhode Island,18.6,17.6,19.7,263,falling,18.6,263,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
49000,Utah,18.5,17.8,19.2,541,falling,18.5,541,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
25000,Massachusetts,18.5,18.1,18.9,1625,falling,18.5,1625,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
02900,Alaska,18.3,16.8,19.8,133,stable,18.3,133,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
18000,Indiana,18.3,17.8,18.7,1468,falling,18.3,1468,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
06000,California,18.1,18.0,18.3,8038,falling,18.1,8038,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
37000,North Carolina,18,17.7,18.4,2265,stable,18.0,2265,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
05000,Arkansas,17.8,17.2,18.4,667,stable,17.8,667,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
41000,Oregon,17.8,17.3,18.3,957,falling,17.8,957,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
48000,Texas,17.6,17.4,17.9,5225,falling,17.6,5225,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
10000,Delaware,17.5,16.5,18.6,232,falling,17.5,232,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
30000,Montana,17.4,16.4,18.4,253,falling,17.4,253,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
40000,Oklahoma,17.4,16.8,17.9,806,falling,17.4,806,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
24000,Maryland,17.3,16.9,17.7,1268,stable,17.3,1268,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
13000,Georgia,17.3,16.9,17.6,2020,stable,17.3,2020,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
47000,Tennessee,17.1,16.7,17.5,1428,falling,17.1,1428,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
08000,Colorado,16.3,15.8,16.8,1041,falling,16.3,1041,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
51000,Virginia,16.2,15.8,16.6,1653,falling,16.2,1653,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
28000,Mississippi,16,15.4,16.7,567,falling,16.0,567,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
56000,Wyoming,15.8,14.5,17.2,112,stable,15.8,112,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
45000,South Carolina,15.7,15.2,16.1,1017,falling,15.7,1017,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
11001,District of Columbia,15.5,14.2,16.9,105,falling,15.5,105,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
04000,Arizona,15.2,14.9,15.6,1390,falling,15.2,1390,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
15000,Hawaii,14.7,14.0,15.6,288,falling,14.7,288,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
32000,Nevada,14.2,13.6,14.8,520,falling,14.2,520,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
01000,Alabama,14.2,13.7,14.6,877,falling,14.2,877,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
35000,New Mexico,14.1,13.5,14.8,382,falling,14.1,382,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
72001,Puerto Rico,13.4,12.9,13.9,617,falling,13.4,617,ok,"Non-Hodgkin Lymphoma (All Stages^), 2018-2022",lymphoma,086
12000,Florida,17.5,17.2,17.7,5248,falling,17.5,5248,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
19000,Iowa,17.2,16.6,17.8,683,rising,17.2,683,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
55000,Wisconsin,17.1,16.7,17.6,1257,stable,17.1,1257,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
27000,Minnesota,17,16.6,17.5,1150,stable,17.0,1150,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
16000,Idaho,17,16.2,17.8,362,rising,17.0,362,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
21000,Kentucky,16.4,15.9,16.9,874,stable,16.4,874,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
46000,South Dakota,16.1,15.0,17.3,173,stable,16.1,173,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
34000,New Jersey,16,15.7,16.3,1778,stable,16.0,1778,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
38000,North Dakota,15.7,14.6,17.0,140,stable,15.7,140,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
49000,Utah,15.7,15.1,16.4,463,rising,15.7,463,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
54000,West Virginia,15.7,14.9,16.4,382,stable,15.7,382,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
09000,Connecticut,15.5,14.9,16.0,703,rising,15.5,703,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
30000,Montana,15.3,14.4,16.3,215,stable,15.3,215,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
23000,Maine,15.3,14.5,16.1,293,falling,15.3,293,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
36000,New York,15.2,14.9,15.4,3689,falling,15.2,3689,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
48000,Texas,15,14.8,15.2,4374,stable,15.0,4374,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
29000,Missouri,15,14.6,15.4,1119,rising,15.0,1119,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
20000,Kansas,14.9,14.3,15.5,506,falling,14.9,506,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
53000,Washington,14.6,14.3,15.0,1284,falling,14.6,1284,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
42000,Pennsylvania,14.6,14.3,14.8,2432,falling,14.6,2432,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
37000,North Carolina,14.5,14.2,14.8,1787,falling,14.5,1787,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
44000,Rhode Island,14.5,13.5,15.5,195,stable,14.5,195,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
22000,Louisiana,14.4,14.0,14.9,766,rising,14.4,766,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
13000,Georgia,14.4,14.1,14.7,1656,falling,14.4,1656,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
05000,Arkansas,14.3,13.7,14.8,518,stable,14.3,518,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
33000,New Hampshire,14.2,13.4,15.1,261,falling,14.2,261,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
18000,Indiana,14.1,13.7,14.5,1109,falling,14.1,1109,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
50000,Vermont,14.1,12.9,15.3,123,stable,14.1,123,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
26000,Michigan,14,13.7,14.3,1751,falling,14.0,1751,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
17000,Illinois,13.8,13.5,14.1,2047,stable,13.8,2047,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
31000,Nebraska,13.6,12.9,14.3,306,falling,13.6,306,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
40000,Oklahoma,13.5,13.0,14.0,613,stable,13.5,613,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
10000,Delaware,13.3,12.4,14.3,171,falling,13.3,171,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
41000,Oregon,13.3,12.8,13.8,685,falling,13.3,685,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
47000,Tennessee,13.3,12.9,13.7,1079,stable,13.3,1079,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
24000,Maryland,13,12.7,13.4,930,stable,13.0,930,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
39000,Ohio,13,12.7,13.3,1858,rising,13.0,1858,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
28000,Mississippi,12.9,12.4,13.5,445,falling,12.9,445,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
25000,Massachusetts,12.9,12.5,13.2,1092,falling,12.9,1092,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
08000,Colorado,12.9,12.5,13.3,799,falling,12.9,799,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
06000,California,12.7,12.5,12.8,5444,falling,12.7,5444,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
35000,New Mexico,12.5,11.9,13.1,325,stable,12.5,325,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
56000,Wyoming,12.3,11.1,13.6,86,stable,12.3,86,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
04000,Arizona,12.2,11.9,12.6,1064,stable,12.2,1064,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
02900,Alaska,12.1,11.0,13.4,87,stable,12.1,87,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
45000,South Carolina,12.1,11.7,12.5,763,falling,12.1,763,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
01000,Alabama,11.9,11.5,12.3,711,falling,11.9,711,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
32000,Nevada,11.5,11.0,12.0,398,falling,11.5,398,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
51000,Virginia,10.7,10.5,11.0,1057,falling,10.7,1057,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
11001,District of Columbia,10.7,9.6,11.9,71,stable,10.7,71,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
15000,Hawaii,10.4,9.7,11.1,191,falling,10.4,191,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
72001,Puerto Rico,9.7,9.3,10.2,424,stable,9.7,424,ok,"Leukemia (All Stages^), 2018-2022",leukemia,090
11001,District of Columbia,16.3,14.9,17.7,110,rising,16.3,110,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
34000,New Jersey,15.2,14.8,15.5,1793,rising,15.2,1793,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
22000,Louisiana,14.9,14.5,15.4,841,rising,14.9,841,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
55000,Wisconsin,14.9,14.5,15.3,1163,rising,14.9,1163,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
09000,Connecticut,14.8,14.3,15.3,718,rising,14.8,718,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
26000,Michigan,14.6,14.3,14.9,1953,rising,14.6,1953,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
10000,Delaware,14.5,13.6,15.4,205,stable,14.5,205,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
42000,Pennsylvania,14.5,14.2,14.8,2633,stable,14.5,2633,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
17000,Illinois,14.4,14.2,14.7,2284,stable,14.4,2284,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
