state_fips,name,rate_raw,ci_lo,ci_hi,count_raw,trend,rate,avg_annual_count,status,title,site,site_code
36000,New York,14.4,14.2,14.6,3740,rising,14.4,3740,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
23000,Maine,14.4,13.7,15.2,306,stable,14.4,306,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
27000,Minnesota,14.4,14.0,14.8,1024,stable,14.4,1024,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
21000,Kentucky,14.4,13.9,14.8,821,rising,14.4,821,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
37000,North Carolina,14.3,14.0,14.6,1873,rising,14.3,1873,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
18000,Indiana,14.2,13.8,14.6,1185,rising,14.2,1185,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
39000,Ohio,14.2,13.9,14.4,2207,stable,14.2,2207,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
25000,Massachusetts,14,13.7,14.4,1279,stable,14.0,1279,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
28000,Mississippi,14,13.4,14.6,517,stable,14.0,517,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
19000,Iowa,14,13.5,14.5,581,rising,14.0,581,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
13000,Georgia,14,13.7,14.3,1681,stable,14.0,1681,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
54000,West Virginia,13.9,13.2,14.6,362,rising,13.9,362,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
29000,Missouri,13.8,13.5,14.2,1108,rising,13.8,1108,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
53000,Washington,13.8,13.5,14.2,1270,rising,13.8,1270,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
45000,South Carolina,13.8,13.4,14.2,948,stable,13.8,948,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
33000,New Hampshire,13.8,13.0,14.5,271,stable,13.8,271,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
24000,Maryland,13.8,13.4,14.1,1049,rising,13.8,1049,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
44000,Rhode Island,13.7,12.9,14.6,201,rising,13.7,201,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
48000,Texas,13.7,13.5,13.9,4078,rising,13.7,4078,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
12000,Florida,13.6,13.4,13.8,4471,rising,13.6,4471,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
16000,Idaho,13.5,12.8,14.2,301,rising,13.5,301,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
05000,Arkansas,13.4,12.9,13.9,521,rising,13.4,521,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
46000,South Dakota,13.3,12.4,14.4,150,rising,13.3,150,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
01000,Alabama,13.2,12.8,13.7,867,stable,13.2,867,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
51000,Virginia,13.2,12.9,13.6,1405,stable,13.2,1405,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
47000,Tennessee,13.2,12.9,13.6,1144,rising,13.2,1144,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
31000,Nebraska,13.2,12.6,13.9,316,rising,13.2,316,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
02900,Alaska,13,11.9,14.3,99,stable,13.0,99,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
50000,Vermont,13,11.9,14.1,122,stable,13.0,122,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
41000,Oregon,13,12.5,13.4,728,stable,13.0,728,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
30000,Montana,12.9,12.1,13.7,195,rising,12.9,195,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
15000,Hawaii,12.7,12.0,13.5,262,stable,12.7,262,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
06000,California,12.7,12.5,12.8,5745,rising,12.7,5745,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
40000,Oklahoma,12.6,12.1,13.1,603,rising,12.6,603,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
38000,North Dakota,12.5,11.5,13.6,117,rising,12.5,117,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
32000,Nevada,12.5,12.0,13.0,475,stable,12.5,475,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
04000,Arizona,12.4,12.1,12.7,1191,falling,12.4,1191,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
20000,Kansas,12.3,11.8,12.8,441,rising,12.3,441,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
49000,Utah,12.2,11.6,12.8,352,rising,12.2,352,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
08000,Colorado,11.9,11.5,12.3,772,rising,11.9,772,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
35000,New Mexico,11.9,11.3,12.5,338,rising,11.9,338,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
56000,Wyoming,11.8,10.7,13.0,88,rising,11.8,88,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
72001,Puerto Rico,8.2,7.8,8.5,418,stable,8.2,418,ok,"Pancreas (All Stages^), 2018-2022",pancreatic,040
48000,Texas,12.6,12.4,12.8,4022,stable,12.6,4022,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
11001,District of Columbia,11.1,10.1,12.3,79,falling,11.1,79,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
22000,Louisiana,10.7,10.3,11.0,646,stable,10.7,646,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
35000,New Mexico,9.8,9.3,10.3,285,falling,9.8,285,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
06000,California,9.6,9.4,9.7,4510,falling,9.6,4510,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
02900,Alaska,9.5,8.5,10.5,76,rising,9.5,76,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
40000,Oklahoma,9.3,9.0,9.7,469,stable,9.3,469,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
21000,Kentucky,9.2,8.8,9.5,546,stable,9.2,546,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
15000,Hawaii,9.2,8.6,9.8,187,falling,9.2,187,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
37000,North Carolina,9,8.7,9.2,1231,stable,9.0,1231,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
05000,Arkansas,8.9,8.5,9.4,357,stable,8.9,357,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
41000,Oregon,8.8,8.5,9.2,516,falling,8.8,516,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
28000,Mississippi,8.7,8.3,9.1,339,stable,8.7,339,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
53000,Washington,8.6,8.4,8.9,836,falling,8.6,836,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
44000,Rhode Island,8.6,7.9,9.3,129,stable,8.6,129,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
01000,Alabama,8.6,8.3,8.9,589,stable,8.6,589,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
13000,Georgia,8.6,8.3,8.8,1089,stable,8.6,1089,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
47000,Tennessee,8.6,8.3,8.8,784,stable,8.6,784,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
29000,Missouri,8.5,8.2,8.8,712,rising,8.5,712,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
24000,Maryland,8.4,8.2,8.7,669,falling,8.4,669,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
25000,Massachusetts,8.4,8.1,8.7,785,falling,8.4,785,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
12000,Florida,8.3,8.2,8.5,2741,stable,8.3,2741,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
54000,West Virginia,8.3,7.8,8.8,225,stable,8.3,225,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
42000,Pennsylvania,8.3,8.1,8.5,1542,falling,8.3,1542,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
10000,Delaware,8.2,7.6,8.9,121,stable,8.2,121,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
17000,Illinois,8.2,8.0,8.4,1332,falling,8.2,1332,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
18000,Indiana,8.2,7.9,8.5,710,falling,8.2,710,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
36000,New York,8.1,8.0,8.3,2146,falling,8.1,2146,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
09000,Connecticut,8.1,7.7,8.4,405,stable,8.1,405,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
27000,Minnesota,8,7.7,8.3,581,stable,8.0,581,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
45000,South Carolina,8,7.7,8.3,578,stable,8.0,578,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
34000,New Jersey,8,7.8,8.2,969,stable,8.0,969,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
04000,Arizona,7.9,7.6,8.2,773,falling,7.9,773,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
72001,Puerto Rico,7.8,7.5,8.2,405,falling,7.8,405,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
39000,Ohio,7.6,7.4,7.8,1236,falling,7.6,1236,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
16000,Idaho,7.5,7.0,8.1,176,stable,7.5,176,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
51000,Virginia,7.5,7.2,7.7,828,stable,7.5,828,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
55000,Wisconsin,7.4,7.2,7.7,601,stable,7.4,601,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
32000,Nevada,7.4,7.0,7.8,293,rising,7.4,293,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
19000,Iowa,7.4,7.0,7.8,314,stable,7.4,314,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
26000,Michigan,7.2,7.0,7.4,1004,falling,7.2,1004,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
30000,Montana,7.2,6.6,7.8,116,rising,7.2,116,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
20000,Kansas,7.2,6.8,7.6,269,stable,7.2,269,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
08000,Colorado,7.1,6.8,7.4,494,falling,7.1,494,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
23000,Maine,7.1,6.6,7.6,152,rising,7.1,152,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
49000,Utah,7,6.6,7.5,214,stable,7.0,214,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
46000,South Dakota,6.8,6.1,7.5,80,stable,6.8,80,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
33000,New Hampshire,6.6,6.1,7.2,136,stable,6.6,136,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
38000,North Dakota,6.5,5.8,7.3,61,rising,6.5,61,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
31000,Nebraska,6.1,5.7,6.6,148,stable,6.1,148,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
50000,Vermont,5.9,5.2,6.7,59,stable,5.9,59,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
56000,Wyoming,4.8,4.1,5.6,40,stable,4.8,40,ok,"Liver & Bile Duct (All Stages^), 2018-2022",liver_biliary,035
23000,Maine,26.7,25.7,27.7,571,stable,26.7,571,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
33000,New Hampshire,25.5,24.5,26.5,502,falling,25.5,502,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
09000,Connecticut,23.5,22.9,24.2,1144,falling,23.5,1144,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
44000,Rhode Island,22.5,21.4,23.6,335,falling,22.5,335,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
10000,Delaware,22.3,21.2,23.5,311,falling,22.3,311,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
21000,Kentucky,22,21.5,22.6,1246,stable,22.0,1246,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
19000,Iowa,21.8,21.2,22.4,911,falling,21.8,911,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
39000,Ohio,21.8,21.4,22.1,3378,falling,21.8,3378,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
54000,West Virginia,21.6,20.8,22.5,578,stable,21.6,578,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
30000,Montana,21.6,20.5,22.7,324,falling,21.6,324,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
50000,Vermont,21.5,20.1,22.9,206,falling,21.5,206,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
55000,Wisconsin,21.4,21.0,21.9,1660,falling,21.4,1660,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
42000,Pennsylvania,21.2,20.9,21.5,3867,falling,21.2,3867,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
34000,New Jersey,21.2,20.8,21.5,2487,falling,21.2,2487,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
27000,Minnesota,21,20.5,21.5,1489,falling,21.0,1489,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
26000,Michigan,20.8,20.5,21.2,2784,falling,20.8,2784,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
46000,South Dakota,20.6,19.4,21.8,233,stable,20.6,233,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
36000,New York,20.6,20.3,20.8,5342,falling,20.6,5342,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
25000,Massachusetts,20.2,19.8,20.7,1838,falling,20.2,1838,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
18000,Indiana,20.2,19.7,20.6,1672,falling,20.2,1672,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
16000,Idaho,20.1,19.3,21.0,447,falling,20.1,447,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
53000,Washington,19.9,19.5,20.3,1814,falling,19.9,1814,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
20000,Kansas,19.8,19.2,20.5,719,falling,19.8,719,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
17000,Illinois,19.7,19.4,20.0,3093,falling,19.7,3093,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
56000,Wyoming,19.7,18.2,21.2,146,falling,19.7,146,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
41000,Oregon,19.4,18.9,20.0,1090,falling,19.4,1090,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
05000,Arkansas,19.3,18.7,20.0,750,stable,19.3,750,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
37000,North Carolina,19,18.7,19.3,2477,falling,19.0,2477,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
29000,Missouri,18.9,18.5,19.4,1515,falling,18.9,1515,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
47000,Tennessee,18.9,18.5,19.3,1631,falling,18.9,1631,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
12000,Florida,18.8,18.6,19.0,6313,falling,18.8,6313,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
38000,North Dakota,18.6,17.4,19.9,173,falling,18.6,173,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
02900,Alaska,18.4,16.9,20.0,129,falling,18.4,129,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
40000,Oklahoma,18.3,17.7,18.8,870,falling,18.3,870,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
31000,Nebraska,18.1,17.4,18.9,435,falling,18.1,435,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
22000,Louisiana,18.1,17.6,18.6,1008,falling,18.1,1008,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
32000,Nevada,18,17.4,18.7,675,falling,18.0,675,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
13000,Georgia,18,17.6,18.3,2110,falling,18.0,2110,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
04000,Arizona,17.5,17.1,17.9,1697,falling,17.5,1697,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
08000,Colorado,17.2,16.8,17.7,1099,falling,17.2,1099,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
51000,Virginia,17,16.7,17.4,1773,falling,17.0,1773,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
01000,Alabama,17,16.5,17.5,1105,falling,17.0,1105,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
28000,Mississippi,16.9,16.3,17.6,621,stable,16.9,621,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
45000,South Carolina,16.9,16.5,17.4,1152,falling,16.9,1152,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
49000,Utah,16.7,16.0,17.4,471,stable,16.7,471,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
24000,Maryland,15.8,15.4,16.2,1184,falling,15.8,1184,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
06000,California,15.6,15.4,15.7,6963,falling,15.6,6963,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
48000,Texas,15.3,15.1,15.5,4454,falling,15.3,4454,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
11001,District of Columbia,13.7,12.4,15.0,89,stable,13.7,89,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
35000,New Mexico,13.6,13.0,14.3,389,falling,13.6,389,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
15000,Hawaii,13.2,12.5,13.9,274,falling,13.2,274,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
72001,Puerto Rico,9.6,9.2,10.0,507,falling,9.6,507,ok,"Bladder (All Stages^), 2018-2022",bladder_urothelial,071
22000,Louisiana,23.8,23.2,24.4,1310,rising,23.8,1310,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
28000,Mississippi,22.4,21.7,23.1,802,stable,22.4,802,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
05000,Arkansas,22.4,21.7,23.1,826,falling,22.4,826,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
21000,Kentucky,22.1,21.6,22.7,1224,stable,22.1,1224,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
54000,West Virginia,22,21.1,22.9,533,rising,22.0,533,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
40000,Oklahoma,22,21.4,22.6,1009,rising,22.0,1009,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
48000,Texas,21.2,20.9,21.4,6433,rising,21.2,6433,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
19000,Iowa,21.2,20.5,21.8,839,rising,21.2,839,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
29000,Missouri,20.5,20.0,20.9,1568,rising,20.5,1568,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
38000,North Dakota,19.9,18.6,21.3,177,rising,19.9,177,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
47000,Tennessee,19.9,19.4,20.3,1688,falling,19.9,1688,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
20000,Kansas,19.5,18.9,20.2,670,stable,19.5,670,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
31000,Nebraska,19.4,18.5,20.2,444,rising,19.4,444,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
18000,Indiana,19.3,18.9,19.8,1558,stable,19.3,1558,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
55000,Wisconsin,19.1,18.7,19.6,1443,stable,19.1,1443,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
46000,South Dakota,18.9,17.7,20.2,202,rising,18.9,202,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
37000,North Carolina,18.9,18.6,19.2,2439,falling,18.9,2439,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
01000,Alabama,18.8,18.3,19.3,1180,rising,18.8,1180,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
02900,Alaska,18.6,17.1,20.0,142,stable,18.6,142,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
27000,Minnesota,18.4,18.0,18.9,1278,rising,18.4,1278,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
16000,Idaho,18.3,17.5,19.2,398,stable,18.3,398,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
17000,Illinois,18.2,17.9,18.5,2812,falling,18.2,2812,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
39000,Ohio,18.2,17.9,18.5,2702,stable,18.2,2702,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
13000,Georgia,18.1,17.7,18.4,2209,rising,18.1,2209,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
45000,South Carolina,18,17.5,18.5,1194,rising,18.0,1194,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
23000,Maine,17.8,17.0,18.7,359,rising,17.8,359,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
10000,Delaware,17.4,16.4,18.5,233,stable,17.4,233,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
35000,New Mexico,17.3,16.5,18.1,450,rising,17.3,450,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
44000,Rhode Island,16.9,16.0,18.0,240,stable,16.9,240,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
30000,Montana,16.9,15.9,18.0,243,rising,16.9,243,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
26000,Michigan,16.8,16.5,17.2,2162,stable,16.8,2162,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
33000,New Hampshire,16.8,16.0,17.7,319,rising,16.8,319,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
36000,New York,16.4,16.1,16.6,4094,falling,16.4,4094,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
04000,Arizona,16.3,16.0,16.7,1471,stable,16.3,1471,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
42000,Pennsylvania,16.2,16.0,16.5,2773,falling,16.2,2773,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
12000,Florida,16.1,15.9,16.3,4911,rising,16.1,4911,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
41000,Oregon,16,15.5,16.5,872,stable,16.0,872,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
51000,Virginia,16,15.7,16.4,1671,stable,16.0,1671,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
49000,Utah,15.8,15.2,16.5,473,rising,15.8,473,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
34000,New Jersey,15.8,15.5,16.2,1833,stable,15.8,1833,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
56000,Wyoming,15.7,14.4,17.2,114,stable,15.7,114,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
24000,Maryland,15.6,15.1,16.0,1171,falling,15.6,1171,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
53000,Washington,15.5,15.1,15.9,1411,falling,15.5,1411,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
09000,Connecticut,15.5,15.0,16.0,724,stable,15.5,724,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
50000,Vermont,15,13.8,16.3,135,stable,15.0,135,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
06000,California,15,14.8,15.2,6748,falling,15.0,6748,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
08000,Colorado,14.8,14.4,15.2,962,stable,14.8,962,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
25000,Massachusetts,14.7,14.3,15.1,1299,falling,14.7,1299,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
32000,Nevada,13.6,13.0,14.1,510,stable,13.6,510,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
15000,Hawaii,13.2,12.4,14.0,251,stable,13.2,251,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
11001,District of Columbia,12.2,11.0,13.4,84,falling,12.2,84,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
72001,Puerto Rico,9,8.6,9.5,414,stable,9.0,414,ok,"Kidney & Renal Pelvis (All Stages^), 2018-2022",kidney,072
30000,Montana,7.4,6.7,8.1,97,stable,7.4,97,ok,"Brain & ONS (All Stages^), 2018-2022",brain_cns,076
50000,Vermont,7.4,6.5,8.4,59,stable,7.4,59,ok,"Brain & ONS (All Stages^), 2018-2022",brain_cns,076
33000,New Hampshire,7.4,6.8,8.0,124,stable,7.4,124,ok,"Brain & ONS (All Stages^), 2018-2022",brain_cns,076
09000,Connecticut,7.2,6.8,7.6,306,stable,7.2,306,ok,"Brain & ONS (All Stages^), 2018-2022",brain_cns,076
49000,Utah,7.1,6.7,7.5,220,stable,7.1,220,ok,"Brain & ONS (All Stages^), 2018-2022",brain_cns,076
53000,Washington,7,6.8,7.3,599,falling,7.0,599,ok,"Brain & ONS (All Stages^), 2018-2022",brain_cns,076
21000,Kentucky,7,6.7,7.4,360,falling,7.0,360,ok,"Brain & ONS (All Stages^), 2018-2022",brain_cns,076
16000,Idaho,7,6.5,7.6,144,stable,7.0,144,ok,"Brain & ONS (All Stages^), 2018-2022",brain_cns,076
27000,Minnesota,7,6.7,7.3,446,stable,7.0,446,ok,"Brain & ONS (All Stages^), 2018-2022",brain_cns,076
23000,Maine,7,6.4,7.6,124,stable,7.0,124,ok,"Brain & ONS (All Stages^), 2018-2022",brain_cns,076
