nct_id,cancer_type,cancer_type_label,multi_subtype,categories_matched,generic_listed,source
NCT07566364,leukemia,Leukemia,,leukemia,0,conditions
NCT04428671,melanoma_skin,Melanoma & skin,,melanoma_skin,0,title/keywords
NCT04655404,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT07423585,lung,Lung & thoracic,,lung,0,conditions
NCT05338658,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT05210374,sarcoma,Sarcoma,,sarcoma,0,conditions
NCT07105059,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT05136196,multi,Multiple cancer types / basket or umbrella,multiple named cancers,head_neck;melanoma_skin,0,conditions
NCT04485559,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT06998940,pancreatic,Pancreatic,,pancreatic,0,conditions
NCT07407920,breast,Breast,,breast,0,conditions
NCT03017820,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma;mds_mpn;myeloma;other_named,0,conditions
NCT07124520,head_neck,Head & neck,,head_neck,0,conditions
NCT06233942,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06674889,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT05470491,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT05790213,prostate,Prostate,,prostate,0,conditions
NCT07388524,lung,Lung & thoracic,,lung,0,conditions
NCT05952024,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT05674396,head_neck,Head & neck,,head_neck,0,conditions
NCT06667908,lung,Lung & thoracic,,lung,0,conditions
NCT04890613,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT07006688,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06179160,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT07206225,bladder_urothelial,Bladder & urothelial,,bladder_urothelial,0,conditions
NCT05372640,multi,Multiple cancer types / basket or umbrella,multiple named cancers,breast;other_named,1,conditions
NCT07690189,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT04256018,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT04119024,multi,Multiple cancer types / basket or umbrella,multiple named cancers,brain_cns;breast;head_neck;lung;melanoma_skin;neuroendocrine_endocrine,1,conditions
NCT04167696,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;mds_mpn,0,conditions
NCT07213817,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT07057791,lung,Lung & thoracic,,lung,0,conditions
NCT07479979,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT06176261,breast,Breast,,breast,0,conditions
NCT06223542,lymphoma,Lymphoma,,lymphoma,1,conditions
NCT07315113,lung,Lung & thoracic,,lung,0,conditions
NCT06470282,bladder_urothelial,Bladder & urothelial,,bladder_urothelial,0,conditions
NCT06680661,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma;mds_mpn,0,conditions
NCT06619587,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT05061550,lung,Lung & thoracic,,lung,0,conditions
NCT06698250,liver_biliary,Liver & biliary,,liver_biliary,0,conditions
NCT07456852,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06017258,leukemia,Leukemia,,leukemia,0,conditions
NCT07629726,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06899126,lung,Lung & thoracic,,lung,0,conditions
NCT07630974,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06414590,melanoma_skin,Melanoma & skin,,melanoma_skin,0,conditions
NCT05967416,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT07527858,colorectal,Colorectal,,colorectal,0,conditions
NCT06488378,breast,Breast,,breast,0,conditions
NCT07129252,neuroendocrine_endocrine,Neuroendocrine & endocrine,,neuroendocrine_endocrine,0,conditions
NCT06433947,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT06759649,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06931626,lung,Lung & thoracic,,lung,0,conditions
NCT07107750,liver_biliary,Liver & biliary,,liver_biliary,0,conditions
NCT05278208,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT04594187,melanoma_skin,Melanoma & skin,,melanoma_skin,0,conditions
NCT06290193,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT05132504,pancreatic,Pancreatic,,pancreatic,0,conditions
NCT05588648,sarcoma,Sarcoma,,sarcoma,0,conditions
NCT01906385,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT07497607,head_neck,Head & neck,,head_neck,0,conditions
NCT06861244,other_unclassified,Other / unclassified,,,0,none
NCT06073067,sarcoma,Sarcoma,,sarcoma,0,conditions
NCT07052305,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT05770531,breast,Breast,,breast,0,conditions
NCT06788912,lung,Lung & thoracic,,lung,1,conditions
NCT07673367,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT06627751,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT07250477,lung,Lung & thoracic,,lung,0,conditions
NCT07594067,multi,Multiple cancer types / basket or umbrella,multiple named cancers,colorectal;liver_biliary;lung;pancreatic,0,conditions
NCT00920972,other_unclassified,Other / unclassified,,,0,none
NCT06806930,breast,Breast,,breast,0,conditions
NCT07132918,multi,Multiple cancer types / basket or umbrella,multiple named cancers,gastric_esophageal;lung,0,conditions
NCT07228624,mds_mpn,MDS & MPN,,mds_mpn,0,conditions
NCT05890677,breast,Breast,,breast,0,conditions
NCT07070219,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma,0,conditions
NCT07405151,gastric_esophageal,Gastric & esophageal,,gastric_esophageal,0,conditions
NCT06197672,leukemia,Leukemia,,leukemia,0,conditions
NCT07120295,liver_biliary,Liver & biliary,,liver_biliary,0,conditions
NCT05946824,prostate,Prostate,,prostate,0,conditions
NCT04515836,lung,Lung & thoracic,,lung,0,conditions
NCT06581406,melanoma_skin,Melanoma & skin,,melanoma_skin,0,conditions
NCT06890598,lung,Lung & thoracic,,lung,0,conditions
NCT03683433,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;mds_mpn,0,conditions
NCT07546500,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT06137144,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT06797999,sarcoma,Sarcoma,,sarcoma,0,conditions
NCT04997993,breast,Breast,,breast,1,conditions
NCT06651593,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT05469893,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT05280314,multi,Multiple cancer types / basket or umbrella,multiple named cancers,head_neck;melanoma_skin,0,conditions
NCT07213830,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT07016399,breast,Breast,,breast,0,conditions
NCT06415487,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT07631000,gastric_esophageal,Gastric & esophageal,,gastric_esophageal,0,conditions
NCT07213609,multi,Multiple cancer types / basket or umbrella,basket with a named cohort,colorectal,1,conditions+title
NCT07702032,colorectal,Colorectal,,colorectal,0,conditions
NCT04677816,breast,Breast,,breast,0,conditions
NCT07424833,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma,1,conditions
NCT07221500,leukemia,Leukemia,,leukemia,0,conditions
NCT06419634,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;mds_mpn,0,conditions
NCT05039801,multi,Multiple cancer types / basket or umbrella,multiple named cancers,gynecologic;head_neck;melanoma_skin;sarcoma,1,conditions
NCT05312671,multi,Multiple cancer types / basket or umbrella,multiple named cancers,bladder_urothelial;neuroendocrine_endocrine,0,conditions
NCT03900793,sarcoma,Sarcoma,,sarcoma,0,conditions
NCT06518057,multi,Multiple cancer types / basket or umbrella,multiple named cancers,breast;lung,1,conditions
NCT06039371,prostate,Prostate,,prostate,0,conditions
NCT06918132,lung,Lung & thoracic,,lung,0,conditions
NCT07205822,breast,Breast,,breast,0,conditions
NCT04090567,breast,Breast,,breast,0,conditions
NCT04430452,liver_biliary,Liver & biliary,,liver_biliary,0,conditions
NCT05753748,gastric_esophageal,Gastric & esophageal,,gastric_esophageal,0,conditions
NCT07259317,pancreatic,Pancreatic,,pancreatic,1,conditions
NCT07011576,colorectal,Colorectal,,colorectal,0,conditions
NCT07393282,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT04267848,lung,Lung & thoracic,,lung,0,conditions
NCT06714591,leukemia,Leukemia,,leukemia,0,conditions
NCT06967610,leukemia,Leukemia,,leukemia,0,conditions
NCT03850418,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT05526989,other_named,Other named cancer,,other_named,0,conditions
NCT06043817,lung,Lung & thoracic,,lung,0,conditions
NCT01356290,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT04094610,multi,Multiple cancer types / basket or umbrella,multiple named cancers,brain_cns;lymphoma,1,conditions
NCT07082868,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT06318897,breast,Breast,,breast,0,conditions
NCT06849713,leukemia,Leukemia,,leukemia,0,conditions
NCT05884320,head_neck,Head & neck,,head_neck,0,conditions
NCT07158021,breast,Breast,,breast,0,conditions
NCT07284758,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT05284643,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT05694715,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT04628767,bladder_urothelial,Bladder & urothelial,,bladder_urothelial,0,conditions
NCT05838521,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT06796907,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT06236438,lung,Lung & thoracic,,lung,0,conditions
NCT07226999,lung,Lung & thoracic,,lung,0,conditions
NCT06616636,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;mds_mpn,0,conditions
NCT05780034,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT03823534,multi,Multiple cancer types / basket or umbrella,multiple named cancers,lymphoma;myeloma,1,conditions
NCT03263572,leukemia,Leukemia,,leukemia,0,conditions
NCT05312801,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT07178301,head_neck,Head & neck,,head_neck,0,conditions
NCT07064122,leukemia,Leukemia,,leukemia,0,title/keywords
NCT04329065,breast,Breast,,breast,0,conditions
NCT06726161,liver_biliary,Liver & biliary,,liver_biliary,0,conditions
NCT07308886,multi,Multiple cancer types / basket or umbrella,multiple named cancers,other_named;sarcoma,0,conditions
NCT04634552,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06549595,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT06402357,prostate,Prostate,,prostate,0,conditions
NCT06536413,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT06629779,prostate,Prostate,,prostate,0,conditions
NCT07541079,breast,Breast,,breast,0,conditions
NCT05354570,lung,Lung & thoracic,,lung,1,conditions
NCT06493019,other_named,Other named cancer,,other_named,0,conditions
NCT04502394,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma,0,conditions
NCT04919629,multi,Multiple cancer types / basket or umbrella,multiple named cancers,gynecologic;sarcoma,0,conditions
NCT06462794,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT07263594,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06724237,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT06563375,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06596694,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT07005102,lung,Lung & thoracic,,lung,0,conditions
NCT04776395,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT06623422,lung,Lung & thoracic,,lung,0,conditions
NCT07566156,bladder_urothelial,Bladder & urothelial,,bladder_urothelial,0,conditions
NCT05188170,leukemia,Leukemia,,leukemia,0,conditions
NCT06841354,breast,Breast,,breast,0,conditions
NCT07126158,pancreatic,Pancreatic,,pancreatic,0,conditions
NCT03328078,lymphoma,Lymphoma,,lymphoma,1,conditions
NCT05420948,head_neck,Head & neck,,head_neck,0,conditions
NCT07281417,head_neck,Head & neck,,head_neck,0,conditions
NCT06021626,multi,Multiple cancer types / basket or umbrella,multiple named cancers,melanoma_skin;sarcoma,0,conditions
NCT04913285,multi,Multiple cancer types / basket or umbrella,multiple named cancers,lung;melanoma_skin,1,conditions
NCT07444268,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT05380349,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT03874052,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;mds_mpn,0,conditions
NCT04496349,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma,0,conditions
NCT03257033,pancreatic,Pancreatic,,pancreatic,0,conditions
NCT07257484,breast,Breast,,breast,0,conditions
NCT05600686,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT05761223,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT03810196,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma;mds_mpn,0,conditions
NCT06085742,breast,Breast,,breast,0,conditions
NCT04752722,bladder_urothelial,Bladder & urothelial,,bladder_urothelial,0,conditions
NCT03067051,prostate,Prostate,,prostate,0,conditions
NCT01269853,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT06138275,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT06915753,liver_biliary,Liver & biliary,,liver_biliary,1,conditions
NCT06313437,leukemia,Leukemia,,leukemia,0,conditions
NCT07382739,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT05856773,breast,Breast,,breast,0,conditions
NCT06834373,multi,Multiple cancer types / basket or umbrella,multiple named cancers,lymphoma;other_named,0,conditions
NCT06963905,breast,Breast,,breast,0,conditions
NCT05660083,breast,Breast,,breast,0,conditions
NCT07022483,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT06303505,multi,Multiple cancer types / basket or umbrella,multiple named cancers,gynecologic;lung,0,conditions
NCT07607678,multi,Multiple cancer types / basket or umbrella,unspecified (title),,1,title
NCT04879043,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT07027748,other_named,Other named cancer,,other_named,0,conditions
NCT05096715,liver_biliary,Liver & biliary,,liver_biliary,0,conditions
NCT06782555,multi,Multiple cancer types / basket or umbrella,multiple named cancers,head_neck;pancreatic;prostate,0,conditions
NCT07172958,multi,Multiple cancer types / basket or umbrella,multiple named cancers,kidney;other_named;sarcoma,0,conditions
NCT04585958,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,1,conditions
NCT07221058,colorectal,Colorectal,,colorectal,0,conditions
NCT06332755,multi,Multiple cancer types / basket or umbrella,multiple named cancers,bladder_urothelial;head_neck;kidney;lung;melanoma_skin,1,conditions
NCT07140172,breast,Breast,,breast,0,conditions
NCT06712875,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT06947928,melanoma_skin,Melanoma & skin,,melanoma_skin,0,conditions
NCT05303467,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT06598371,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT07283822,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT05092451,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma;mds_mpn;myeloma;other_named,0,conditions
NCT07635329,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT04671667,head_neck,Head & neck,,head_neck,0,conditions
NCT04903795,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT06244771,multi,Multiple cancer types / basket or umbrella,multiple named cancers,colorectal;lung;pancreatic,1,conditions
NCT06610344,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT07705334,multi,Multiple cancer types / basket or umbrella,multiple named cancers,breast;colorectal;gastric_esophageal;lung;pancreatic;prostate;sarcoma,1,conditions
NCT07450859,pancreatic,Pancreatic,,pancreatic,0,conditions
NCT07157033,pancreatic,Pancreatic,,pancreatic,0,conditions
NCT04590326,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT06053658,kidney,Kidney,,kidney,0,conditions
NCT06906887,gastric_esophageal,Gastric & esophageal,,gastric_esophageal,0,conditions
NCT05919108,breast,Breast,,breast,0,conditions
NCT06041516,neuroendocrine_endocrine,Neuroendocrine & endocrine,,neuroendocrine_endocrine,0,conditions
NCT07524855,breast,Breast,,breast,0,conditions
NCT06876714,breast,Breast,,breast,0,conditions
NCT06414733,multi,Multiple cancer types / basket or umbrella,multiple named cancers,breast;gastric_esophageal,0,conditions
NCT06448026,head_neck,Head & neck,,head_neck,0,conditions
NCT06148038,breast,Breast,,breast,0,conditions
NCT03875716,head_neck,Head & neck,,head_neck,0,conditions
NCT04348747,breast,Breast,,breast,1,conditions
NCT04434040,breast,Breast,,breast,0,conditions
NCT03977233,pancreatic,Pancreatic,,pancreatic,0,conditions
NCT06248515,lung,Lung & thoracic,,lung,0,conditions
NCT05698576,prostate,Prostate,,prostate,0,conditions
NCT05720117,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06634875,colorectal,Colorectal,,colorectal,0,conditions
NCT06365619,melanoma_skin,Melanoma & skin,,melanoma_skin,0,conditions
NCT05489211,multi,Multiple cancer types / basket or umbrella,multiple named cancers,bladder_urothelial;colorectal;gastric_esophageal;gynecologic;liver_biliary;prostate,0,conditions
NCT06309225,head_neck,Head & neck,,head_neck,0,conditions
NCT07176650,liver_biliary,Liver & biliary,,liver_biliary,0,conditions
NCT07227350,melanoma_skin,Melanoma & skin,,melanoma_skin,0,conditions
NCT07478848,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT05128825,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT06768489,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT06554158,head_neck,Head & neck,,head_neck,0,conditions
NCT06778408,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06649058,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT07543055,prostate,Prostate,,prostate,0,conditions
NCT05578326,lung,Lung & thoracic,,lung,0,conditions
NCT07591649,leukemia,Leukemia,,leukemia,0,conditions
NCT06810778,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma,0,conditions
NCT07447076,other_unclassified,Other / unclassified,,,0,none
NCT06649812,multi,Multiple cancer types / basket or umbrella,multiple named cancers,lymphoma;other_named,0,conditions
NCT06287944,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;mds_mpn,0,conditions
NCT03760575,lung,Lung & thoracic,,lung,0,conditions
NCT06618287,multi,Multiple cancer types / basket or umbrella,multiple named cancers,breast;lung,0,conditions
NCT07278336,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT07634471,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT05308264,mds_mpn,MDS & MPN,,mds_mpn,0,conditions
NCT04166409,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT07197671,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06625593,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT05865028,head_neck,Head & neck,,head_neck,0,conditions
NCT06816992,lung,Lung & thoracic,,lung,1,conditions
NCT07768436,breast,Breast,,breast,0,conditions
NCT06707493,leukemia,Leukemia,,leukemia,0,conditions
NCT06741644,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06905132,sarcoma,Sarcoma,,sarcoma,0,conditions
NCT07492316,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT05716516,breast,Breast,,breast,0,conditions
NCT05144698,multi,Multiple cancer types / basket or umbrella,multiple named cancers,gastric_esophageal;head_neck;lung;melanoma_skin,1,conditions
NCT06248606,lung,Lung & thoracic,,lung,0,conditions
NCT06113809,sarcoma,Sarcoma,,sarcoma,0,conditions
NCT05922501,myeloma,Myeloma & plasma cell,,myeloma,1,conditions
NCT06626919,myeloma,Myeloma & plasma cell,,myeloma,0,title/keywords
NCT05827081,breast,Breast,,breast,0,conditions
NCT07648264,multi,Multiple cancer types / basket or umbrella,multiple named cancers (title/keywords),leukemia;lymphoma;myeloma,0,title/keywords
NCT06510699,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT05491512,head_neck,Head & neck,,head_neck,0,conditions
NCT07223307,liver_biliary,Liver & biliary,,liver_biliary,1,conditions
NCT05503134,leukemia,Leukemia,,leukemia,0,conditions
NCT06666712,brain_cns,Brain & CNS,,brain_cns,1,conditions
NCT06731907,lung,Lung & thoracic,,lung,0,conditions
NCT05636111,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT04317534,lung,Lung & thoracic,,lung,0,conditions
NCT06129864,head_neck,Head & neck,,head_neck,0,conditions
NCT07042919,liver_biliary,Liver & biliary,,liver_biliary,0,conditions
NCT06926634,neuroendocrine_endocrine,Neuroendocrine & endocrine,,neuroendocrine_endocrine,0,conditions
NCT07227831,breast,Breast,,breast,0,conditions
NCT07341867,multi,Multiple cancer types / basket or umbrella,multiple named cancers,breast;myeloma,0,conditions
NCT06677112,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT06377371,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT06176066,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT06161506,prostate,Prostate,,prostate,0,conditions
NCT04049214,breast,Breast,,breast,0,conditions
NCT07023432,kidney,Kidney,,kidney,0,conditions
NCT06558214,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT06971614,bladder_urothelial,Bladder & urothelial,,bladder_urothelial,0,conditions
NCT07250087,leukemia,Leukemia,,leukemia,0,conditions
NCT05939414,prostate,Prostate,,prostate,1,conditions
NCT04685616,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT05755087,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT07444814,multi,Multiple cancer types / basket or umbrella,multiple named cancers,gynecologic;lung,0,conditions
NCT05774899,head_neck,Head & neck,,head_neck,0,conditions
NCT07807163,head_neck,Head & neck,,head_neck,0,conditions
NCT05521984,brain_cns,Brain & CNS,,brain_cns,1,conditions
NCT06209606,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT07048314,prostate,Prostate,,prostate,0,conditions
NCT07493304,multi,Multiple cancer types / basket or umbrella,unspecified (title),,1,title
NCT02974647,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT06432036,kidney,Kidney,,kidney,0,conditions
NCT02358187,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT07311993,breast,Breast,,breast,0,conditions
NCT07172256,head_neck,Head & neck,,head_neck,0,conditions
NCT06959537,breast,Breast,,breast,0,conditions
NCT05887167,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma;myeloma,1,conditions
NCT05235165,multi,Multiple cancer types / basket or umbrella,multiple named cancers,lung;sarcoma,1,conditions
NCT06004245,multi,Multiple cancer types / basket or umbrella,basket with a named cohort,colorectal,1,conditions+title
NCT05910801,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT07493512,prostate,Prostate,,prostate,0,conditions
NCT05901519,liver_biliary,Liver & biliary,,liver_biliary,0,conditions
NCT07446322,colorectal,Colorectal,,colorectal,0,conditions
NCT06046495,lung,Lung & thoracic,,lung,0,conditions
NCT06998407,breast,Breast,,breast,0,conditions
NCT03465592,multi,Multiple cancer types / basket or umbrella,title names additional cancers,leukemia;sarcoma,1,conditions+title
NCT06149481,colorectal,Colorectal,,colorectal,0,conditions
NCT03394365,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT05715229,lung,Lung & thoracic,,lung,0,conditions
NCT07474519,bladder_urothelial,Bladder & urothelial,,bladder_urothelial,0,conditions
NCT06529731,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;mds_mpn,0,conditions
NCT07145177,prostate,Prostate,,prostate,0,conditions
NCT03460977,multi,Multiple cancer types / basket or umbrella,multiple named cancers,lung;lymphoma;prostate,0,conditions
NCT06324357,multi,Multiple cancer types / basket or umbrella,multiple named cancers,breast;colorectal;gastric_esophageal,0,conditions
NCT04587687,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT05727787,liver_biliary,Liver & biliary,,liver_biliary,0,conditions
NCT06607406,head_neck,Head & neck,,head_neck,0,conditions
NCT04239157,mds_mpn,MDS & MPN,,mds_mpn,0,conditions
NCT07002034,other_unclassified,Other / unclassified,,,0,none
NCT07214298,pancreatic,Pancreatic,,pancreatic,0,conditions
NCT05645107,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma,0,conditions
NCT07439211,leukemia,Leukemia,,leukemia,0,conditions
NCT06112314,melanoma_skin,Melanoma & skin,,melanoma_skin,0,conditions
NCT06218628,mds_mpn,MDS & MPN,,mds_mpn,0,conditions
NCT07227636,colorectal,Colorectal,,colorectal,0,conditions
NCT06004336,kidney,Kidney,,kidney,1,conditions
NCT07116616,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT03666000,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma,0,conditions
NCT05542407,multi,Multiple cancer types / basket or umbrella,multiple named cancers,gynecologic;sarcoma,1,conditions
NCT05684692,other_unclassified,Other / unclassified,,,0,none
NCT04375384,head_neck,Head & neck,,head_neck,0,conditions
NCT06973187,leukemia,Leukemia,,leukemia,0,conditions
NCT03802851,multi,Multiple cancer types / basket or umbrella,multiple named cancers,bladder_urothelial;prostate,0,conditions
NCT04196257,multi,Multiple cancer types / basket or umbrella,basket with a named cohort,gynecologic,1,conditions+title
NCT04851119,multi,Multiple cancer types / basket or umbrella,multiple named cancers,colorectal;gynecologic;kidney;liver_biliary;lymphoma;melanoma_skin;other_named;pancreatic;sarcoma,1,conditions
NCT06863402,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma,0,conditions
NCT06822972,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT05862012,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT07294677,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma,0,conditions
NCT06794229,kidney,Kidney,,kidney,0,conditions
NCT06699212,head_neck,Head & neck,,head_neck,0,conditions
NCT07476001,prostate,Prostate,,prostate,0,conditions
NCT06287229,leukemia,Leukemia,,leukemia,0,conditions
NCT07563829,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06814977,other_unclassified,Other / unclassified,,,0,none
NCT06810375,lung,Lung & thoracic,,lung,0,conditions
NCT04840602,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT05669339,liver_biliary,Liver & biliary,,liver_biliary,0,conditions
NCT06326463,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma;mds_mpn,1,conditions
