nct_id,cancer_type,cancer_type_label,multi_subtype,categories_matched,generic_listed,source
NCT04947254,prostate,Prostate,,prostate,0,conditions
NCT06445166,multi,Multiple cancer types / basket or umbrella,multiple named cancers,other_named;sarcoma,0,conditions
NCT03715933,multi,Multiple cancer types / basket or umbrella,multiple named cancers,colorectal;sarcoma,0,conditions
NCT07582432,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma;myeloma,0,conditions
NCT05686798,brain_cns,Brain & CNS,,brain_cns,1,conditions
NCT07226544,kidney,Kidney,,kidney,0,conditions
NCT06843967,sarcoma,Sarcoma,,sarcoma,0,conditions
NCT06792734,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT07601243,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT04511039,multi,Multiple cancer types / basket or umbrella,multiple named cancers,colorectal;gastric_esophageal,1,conditions
NCT04634357,liver_biliary,Liver & biliary,,liver_biliary,0,conditions
NCT07539441,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT06900595,neuroendocrine_endocrine,Neuroendocrine & endocrine,,neuroendocrine_endocrine,0,conditions
NCT04520139,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT05661201,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT07266441,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT04959903,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT04812366,prostate,Prostate,,prostate,0,conditions
NCT05570253,breast,Breast,,breast,0,conditions
NCT05818683,prostate,Prostate,,prostate,0,conditions
NCT06708754,head_neck,Head & neck,,head_neck,0,conditions
NCT04510051,brain_cns,Brain & CNS,,brain_cns,1,conditions
NCT06253130,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06972875,prostate,Prostate,,prostate,0,conditions
NCT06153251,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT06911502,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT06790602,pancreatic,Pancreatic,,pancreatic,0,conditions
NCT04792502,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT07356245,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma,0,conditions
NCT04678401,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;mds_mpn,0,conditions
NCT02356653,leukemia,Leukemia,,leukemia,0,conditions
NCT07107230,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT07218666,prostate,Prostate,,prostate,0,conditions
NCT06488222,bladder_urothelial,Bladder & urothelial,,bladder_urothelial,0,conditions
NCT05197881,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT06186401,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT06424067,lung,Lung & thoracic,,lung,0,conditions
NCT07535437,lung,Lung & thoracic,,lung,0,conditions
NCT06428045,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT05674175,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma,0,conditions
NCT03067181,multi,Multiple cancer types / basket or umbrella,multiple named cancers,gynecologic;other_named,1,conditions
NCT05303519,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT07070232,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT03833921,prostate,Prostate,,prostate,0,conditions
NCT04897321,multi,Multiple cancer types / basket or umbrella,multiple named cancers,kidney;liver_biliary;melanoma_skin;neuroendocrine_endocrine;other_named;sarcoma,1,conditions
NCT06896916,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT04308330,multi,Multiple cancer types / basket or umbrella,multiple named cancers,kidney;liver_biliary;other_named;sarcoma,0,conditions
NCT05864534,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT04598009,melanoma_skin,Melanoma & skin,,melanoma_skin,0,conditions
NCT06163430,leukemia,Leukemia,,leukemia,0,conditions
NCT05842044,kidney,Kidney,,kidney,0,conditions
NCT04804007,multi,Multiple cancer types / basket or umbrella,multiple named cancers,gynecologic;other_named,0,conditions
NCT04253964,lung,Lung & thoracic,,lung,0,conditions
NCT07271667,leukemia,Leukemia,,leukemia,1,conditions
NCT02390518,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06656390,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT02343042,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT07285668,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06712810,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma;mds_mpn;other_named;sarcoma,1,conditions
NCT06542250,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT05616650,prostate,Prostate,,prostate,0,conditions
NCT07475780,neuroendocrine_endocrine,Neuroendocrine & endocrine,,neuroendocrine_endocrine,0,conditions
NCT04221542,prostate,Prostate,,prostate,0,conditions
NCT07751042,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06940297,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT07708961,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT05363280,multi,Multiple cancer types / basket or umbrella,multiple named cancers,kidney;lung,0,conditions
NCT07128680,multi,Multiple cancer types / basket or umbrella,multiple named cancers,kidney;sarcoma,0,conditions
NCT07250646,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;mds_mpn,0,conditions
NCT07362888,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT07023289,colorectal,Colorectal,,colorectal,0,conditions
NCT06340568,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT06161974,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT04953910,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;mds_mpn,0,conditions
NCT07198724,breast,Breast,,breast,0,conditions
NCT07222579,leukemia,Leukemia,,leukemia,0,conditions
NCT07550088,colorectal,Colorectal,,colorectal,0,conditions
NCT07456046,multi,Multiple cancer types / basket or umbrella,unspecified (title),,1,title
NCT06190886,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT05918783,lung,Lung & thoracic,,lung,0,conditions
NCT07419841,multi,Multiple cancer types / basket or umbrella,multiple named cancers,gastric_esophageal;gynecologic;kidney;liver_biliary,0,conditions
NCT05625594,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT05327686,kidney,Kidney,,kidney,0,conditions
NCT03896269,mds_mpn,MDS & MPN,,mds_mpn,0,conditions
NCT05083754,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT04877522,leukemia,Leukemia,,leukemia,0,conditions
NCT05394337,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT05418088,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma,0,conditions
NCT03911388,multi,Multiple cancer types / basket or umbrella,multiple named cancers,brain_cns;other_named,1,conditions
NCT07603856,lung,Lung & thoracic,,lung,0,conditions
NCT05903131,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT06055439,multi,Multiple cancer types / basket or umbrella,multiple named cancers,colorectal;gastric_esophageal;neuroendocrine_endocrine,0,conditions
NCT07223541,kidney,Kidney,,kidney,0,conditions
NCT06649851,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT05379595,colorectal,Colorectal,,colorectal,0,conditions
NCT05943496,leukemia,Leukemia,,leukemia,0,conditions
NCT07097142,bladder_urothelial,Bladder & urothelial,,bladder_urothelial,0,conditions
NCT07441694,mds_mpn,MDS & MPN,,mds_mpn,0,conditions
NCT06657222,multi,Multiple cancer types / basket or umbrella,multiple named cancers,breast;colorectal;head_neck;lung,1,conditions
NCT06711705,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT04686305,lung,Lung & thoracic,,lung,0,conditions
NCT05805436,multi,Multiple cancer types / basket or umbrella,multiple named cancers,kidney;prostate,0,conditions
NCT06083844,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT04990609,pancreatic,Pancreatic,,pancreatic,0,conditions
NCT07099898,lung,Lung & thoracic,,lung,0,conditions
NCT07671339,pancreatic,Pancreatic,,pancreatic,0,conditions
NCT05353530,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT03523975,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT06134375,breast,Breast,,breast,0,conditions
NCT07436728,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06544265,multi,Multiple cancer types / basket or umbrella,multiple named cancers,lymphoma;other_named,0,conditions
NCT03826992,leukemia,Leukemia,,leukemia,0,conditions
NCT07218432,breast,Breast,,breast,0,conditions
NCT04712851,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT07063745,lung,Lung & thoracic,,lung,0,conditions
NCT04981509,kidney,Kidney,,kidney,0,conditions
NCT06695845,multi,Multiple cancer types / basket or umbrella,multiple named cancers,bladder_urothelial;breast;colorectal;gastric_esophageal;gynecologic;head_neck;lung;pancreatic,0,conditions
NCT07227311,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT05077137,melanoma_skin,Melanoma & skin,,melanoma_skin,0,conditions
NCT06326411,multi,Multiple cancer types / basket or umbrella,multiple named cancers,brain_cns;lung;melanoma_skin,1,conditions
NCT07590934,prostate,Prostate,,prostate,0,conditions
NCT06057935,multi,Multiple cancer types / basket or umbrella,multiple named cancers,lung;other_named,1,conditions
NCT07446855,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06615635,melanoma_skin,Melanoma & skin,,melanoma_skin,0,conditions
NCT05184816,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT07485647,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT06410248,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT06767514,lung,Lung & thoracic,,lung,0,conditions
NCT06290687,bladder_urothelial,Bladder & urothelial,,bladder_urothelial,1,conditions
NCT06175000,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT07325136,lung,Lung & thoracic,,lung,0,conditions
NCT05775471,bladder_urothelial,Bladder & urothelial,,bladder_urothelial,0,conditions
NCT06274047,prostate,Prostate,,prostate,0,conditions
NCT04185038,multi,Multiple cancer types / basket or umbrella,multiple named cancers,brain_cns;other_named,0,conditions
NCT06216938,melanoma_skin,Melanoma & skin,,melanoma_skin,0,conditions
NCT04461171,sarcoma,Sarcoma,,sarcoma,0,conditions
NCT07098364,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT06218914,multi,Multiple cancer types / basket or umbrella,multiple named cancers,colorectal;gynecologic;lung;pancreatic,1,conditions
NCT06582771,lung,Lung & thoracic,,lung,0,conditions
NCT06841055,lung,Lung & thoracic,,lung,0,conditions
NCT03737955,leukemia,Leukemia,,leukemia,0,conditions
NCT06661915,mds_mpn,MDS & MPN,,mds_mpn,0,conditions
NCT07423078,head_neck,Head & neck,,head_neck,0,conditions
NCT05879367,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT05442216,leukemia,Leukemia,,leukemia,0,conditions
NCT07520006,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma,0,conditions
NCT07231952,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT07047885,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT05502523,lung,Lung & thoracic,,lung,0,conditions
NCT06636123,prostate,Prostate,,prostate,0,conditions
NCT07438782,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT07111520,lung,Lung & thoracic,,lung,0,conditions
NCT07492680,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT02977780,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT06660420,melanoma_skin,Melanoma & skin,,melanoma_skin,0,conditions
NCT06353997,breast,Breast,,breast,0,conditions
NCT06043713,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT07335796,prostate,Prostate,,prostate,0,conditions
NCT05377996,multi,Multiple cancer types / basket or umbrella,multiple named cancers,breast;gynecologic;head_neck,0,conditions
NCT03028246,other_unclassified,Other / unclassified,,,0,none
NCT05107674,multi,Multiple cancer types / basket or umbrella,multiple named cancers,bladder_urothelial;breast;colorectal;gastric_esophageal;gynecologic;head_neck;lung;lymphoma;melanoma_skin;prostate,1,conditions
NCT07358260,multi,Multiple cancer types / basket or umbrella,basket with a named cohort,other_named,1,conditions+title
NCT03571321,leukemia,Leukemia,,leukemia,0,conditions
NCT06205849,pancreatic,Pancreatic,,pancreatic,0,conditions
NCT06066138,multi,Multiple cancer types / basket or umbrella,multiple named cancers,liver_biliary;lung;melanoma_skin;sarcoma,0,conditions
NCT05642455,multi,Multiple cancer types / basket or umbrella,multiple named cancers,other_named;sarcoma,1,conditions
NCT05379985,multi,Multiple cancer types / basket or umbrella,multiple named cancers,colorectal;lung;pancreatic,1,conditions
NCT07321912,sarcoma,Sarcoma,,sarcoma,0,conditions
NCT06103864,breast,Breast,,breast,0,conditions
NCT05733598,liver_biliary,Liver & biliary,,liver_biliary,0,conditions
NCT06582784,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06607458,colorectal,Colorectal,,colorectal,0,conditions
NCT07137598,other_unclassified,Other / unclassified,,,0,none
NCT07090499,multi,Multiple cancer types / basket or umbrella,multiple named cancers,bladder_urothelial;gastric_esophageal;head_neck;lung;pancreatic,1,conditions
NCT07485049,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT07221149,gastric_esophageal,Gastric & esophageal,,gastric_esophageal,0,conditions
NCT06095505,lung,Lung & thoracic,,lung,0,conditions
NCT05366829,liver_biliary,Liver & biliary,,liver_biliary,0,conditions
NCT06930651,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06679634,other_named,Other named cancer,,other_named,0,conditions
NCT06785636,prostate,Prostate,,prostate,0,conditions
NCT07578571,multi,Multiple cancer types / basket or umbrella,multiple named cancers,breast;colorectal;gastric_esophageal;lung,1,conditions
NCT06999187,multi,Multiple cancer types / basket or umbrella,multiple named cancers,bladder_urothelial;breast;gastric_esophageal;gynecologic;lung;pancreatic;prostate,0,conditions
NCT07141706,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT05269381,multi,Multiple cancer types / basket or umbrella,multiple named cancers,bladder_urothelial;breast;gastric_esophageal;gynecologic;head_neck;kidney;liver_biliary;lung;melanoma_skin;sarcoma,1,conditions
NCT06399419,multi,Multiple cancer types / basket or umbrella,multiple named cancers,kidney;sarcoma,0,conditions
NCT07801664,prostate,Prostate,,prostate,0,conditions
NCT07011719,kidney,Kidney,,kidney,0,conditions
NCT05004116,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT07007312,leukemia,Leukemia,,leukemia,0,conditions
NCT07323732,lung,Lung & thoracic,,lung,0,conditions
NCT02621021,melanoma_skin,Melanoma & skin,,melanoma_skin,0,conditions
NCT07169734,multi,Multiple cancer types / basket or umbrella,multiple named cancers,bladder_urothelial;colorectal;gynecologic;liver_biliary;lung,0,conditions
NCT06085664,prostate,Prostate,,prostate,0,conditions
NCT06450106,prostate,Prostate,,prostate,0,conditions
NCT04104776,multi,Multiple cancer types / basket or umbrella,multiple named cancers,gynecologic;lung;lymphoma;prostate,1,conditions
NCT05794958,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT07105358,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT07162038,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT07293585,prostate,Prostate,,prostate,0,conditions
NCT06364917,lung,Lung & thoracic,,lung,0,conditions
NCT05719558,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT07153055,lung,Lung & thoracic,,lung,0,conditions
NCT03753243,prostate,Prostate,,prostate,0,conditions
NCT06725758,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT02016248,prostate,Prostate,,prostate,0,conditions
NCT07342478,leukemia,Leukemia,,leukemia,0,conditions
NCT06874335,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT07224152,lung,Lung & thoracic,,lung,0,conditions
NCT07698535,prostate,Prostate,,prostate,0,conditions
NCT07281768,colorectal,Colorectal,,colorectal,0,conditions
NCT07189871,multi,Multiple cancer types / basket or umbrella,multiple named cancers,breast;colorectal;gastric_esophageal;gynecologic;head_neck;lung;prostate,0,conditions
NCT07291180,multi,Multiple cancer types / basket or umbrella,multiple named cancers,colorectal;other_named,1,conditions
NCT05488522,liver_biliary,Liver & biliary,,liver_biliary,0,conditions
NCT03539822,multi,Multiple cancer types / basket or umbrella,multiple named cancers,colorectal;gastric_esophageal;liver_biliary,0,conditions
NCT05732831,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT07567846,prostate,Prostate,,prostate,0,conditions
NCT06395402,neuroendocrine_endocrine,Neuroendocrine & endocrine,,neuroendocrine_endocrine,0,conditions
NCT07551583,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT05384496,melanoma_skin,Melanoma & skin,,melanoma_skin,0,conditions
NCT06264388,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT06835569,multi,Multiple cancer types / basket or umbrella,multiple named cancers,colorectal;lung;pancreatic,1,conditions
NCT07585266,sarcoma,Sarcoma,,sarcoma,0,conditions
NCT07303894,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT07166094,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT06265727,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06455605,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT03821246,prostate,Prostate,,prostate,0,conditions
NCT06528769,sarcoma,Sarcoma,,sarcoma,0,conditions
NCT06510491,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT06856499,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT05428007,melanoma_skin,Melanoma & skin,,melanoma_skin,0,conditions
NCT06434064,breast,Breast,,breast,0,conditions
NCT07282587,multi,Multiple cancer types / basket or umbrella,multiple named cancers,brain_cns;neuroendocrine_endocrine,0,conditions
NCT04774393,leukemia,Leukemia,,leukemia,0,conditions
NCT07647328,breast,Breast,,breast,0,conditions
NCT06469944,gastric_esophageal,Gastric & esophageal,,gastric_esophageal,0,conditions
NCT01185132,breast,Breast,,breast,0,conditions
NCT05361798,prostate,Prostate,,prostate,0,conditions
NCT06130553,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06109272,liver_biliary,Liver & biliary,,liver_biliary,0,conditions
NCT06308419,sarcoma,Sarcoma,,sarcoma,0,conditions
NCT04895436,leukemia,Leukemia,,leukemia,0,conditions
NCT04974671,kidney,Kidney,,kidney,0,conditions
NCT05085496,melanoma_skin,Melanoma & skin,,melanoma_skin,0,title/keywords
NCT07541781,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT06205836,colorectal,Colorectal,,colorectal,0,conditions
NCT06458712,multi,Multiple cancer types / basket or umbrella,multiple named cancers,breast;gynecologic;pancreatic;prostate,1,conditions
NCT05786924,multi,Multiple cancer types / basket or umbrella,multiple named cancers,colorectal;lung;neuroendocrine_endocrine;other_named,1,conditions
NCT05588388,lung,Lung & thoracic,,lung,1,conditions
NCT06136559,leukemia,Leukemia,,leukemia,0,conditions
NCT05915442,prostate,Prostate,,prostate,1,conditions
NCT07276386,melanoma_skin,Melanoma & skin,,melanoma_skin,0,conditions
NCT06289673,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma,0,conditions
NCT06510361,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT04134559,liver_biliary,Liver & biliary,,liver_biliary,0,conditions
NCT05304962,breast,Breast,,breast,0,conditions
NCT06069570,lung,Lung & thoracic,,lung,1,conditions
NCT06934382,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma,0,conditions
NCT07455903,prostate,Prostate,,prostate,0,conditions
NCT07522073,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT05529069,lymphoma,Lymphoma,,lymphoma,1,conditions
NCT06904482,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;mds_mpn,0,conditions
NCT04570423,lymphoma,Lymphoma,,lymphoma,1,conditions
NCT07292298,colorectal,Colorectal,,colorectal,0,conditions
NCT05145816,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT06386315,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT07503808,multi,Multiple cancer types / basket or umbrella,multiple named cancers,breast;colorectal;gastric_esophageal;gynecologic;head_neck;lung;prostate,0,conditions
NCT06943755,neuroendocrine_endocrine,Neuroendocrine & endocrine,,neuroendocrine_endocrine,0,conditions
NCT06510374,bladder_urothelial,Bladder & urothelial,,bladder_urothelial,0,conditions
NCT05665738,prostate,Prostate,,prostate,0,conditions
NCT06548412,liver_biliary,Liver & biliary,,liver_biliary,0,conditions
NCT07065552,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT07549958,pancreatic,Pancreatic,,pancreatic,0,conditions
NCT06411691,multi,Multiple cancer types / basket or umbrella,multiple named cancers,colorectal;pancreatic,0,conditions
NCT06480552,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06641908,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT04332874,sarcoma,Sarcoma,,sarcoma,0,conditions
NCT06940518,kidney,Kidney,,kidney,0,conditions
NCT04691817,lung,Lung & thoracic,,lung,0,conditions
NCT07308717,breast,Breast,,breast,0,conditions
NCT06052618,multi,Multiple cancer types / basket or umbrella,multiple named cancers,lymphoma;other_named;sarcoma,0,conditions
NCT06327685,mds_mpn,MDS & MPN,,mds_mpn,1,conditions
NCT05913388,multi,Multiple cancer types / basket or umbrella,multiple named cancers,head_neck;melanoma_skin,0,conditions
NCT06917079,multi,Multiple cancer types / basket or umbrella,multiple named cancers,colorectal;lung;pancreatic,1,conditions
NCT05962242,head_neck,Head & neck,,head_neck,0,conditions
NCT06121180,melanoma_skin,Melanoma & skin,,melanoma_skin,0,conditions
NCT05586360,prostate,Prostate,,prostate,0,conditions
NCT06091865,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT04871607,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT05675930,other_unclassified,Other / unclassified,,,0,none
NCT06603844,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT04360330,breast,Breast,,breast,0,conditions
NCT03942328,liver_biliary,Liver & biliary,,liver_biliary,0,conditions
NCT06414902,gastric_esophageal,Gastric & esophageal,,gastric_esophageal,0,conditions
NCT07011654,breast,Breast,,breast,0,conditions
NCT05765851,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06066437,prostate,Prostate,,prostate,0,conditions
NCT05253495,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT04977375,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT06963281,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT05957367,sarcoma,Sarcoma,,sarcoma,0,conditions
NCT03750981,other_unclassified,Other / unclassified,,,0,none
NCT05828511,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT06538337,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT06445972,gastric_esophageal,Gastric & esophageal,,gastric_esophageal,0,conditions
NCT07643012,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT05870800,colorectal,Colorectal,,colorectal,0,conditions
NCT07207707,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06973564,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT07232602,bladder_urothelial,Bladder & urothelial,,bladder_urothelial,0,conditions
NCT03295981,sarcoma,Sarcoma,,sarcoma,0,conditions
NCT06764095,bladder_urothelial,Bladder & urothelial,,bladder_urothelial,0,conditions
NCT06064877,head_neck,Head & neck,,head_neck,0,conditions
NCT06235801,leukemia,Leukemia,,leukemia,0,conditions
NCT05615636,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT06520345,prostate,Prostate,,prostate,0,conditions
NCT02115295,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;mds_mpn,0,conditions
NCT01954992,pancreatic,Pancreatic,,pancreatic,0,conditions
NCT05691465,multi,Multiple cancer types / basket or umbrella,multiple named cancers,neuroendocrine_endocrine;prostate,0,conditions
NCT04923542,breast,Breast,,breast,1,conditions
NCT02993900,multi,Multiple cancer types / basket or umbrella,multiple named cancers,bladder_urothelial;gynecologic,0,conditions
NCT05013892,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT07195734,head_neck,Head & neck,,head_neck,0,conditions
NCT06839053,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma,0,conditions
NCT07227571,sarcoma,Sarcoma,,sarcoma,0,conditions
NCT05438563,prostate,Prostate,,prostate,0,conditions
NCT05388006,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma,0,conditions
NCT07407933,multi,Multiple cancer types / basket or umbrella,basket with a named cohort,lung,1,conditions+title
NCT07049926,kidney,Kidney,,kidney,0,conditions
NCT05983432,multi,Multiple cancer types / basket or umbrella,multiple named cancers,breast;gastric_esophageal;gynecologic;head_neck;lung;prostate,0,conditions
NCT06394804,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT06881784,lung,Lung & thoracic,,lung,0,conditions
NCT06220864,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06178614,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT07458347,multi,Multiple cancer types / basket or umbrella,multiple named cancers,colorectal;lung;pancreatic,1,conditions
NCT03418038,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT06809114,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT05496036,melanoma_skin,Melanoma & skin,,melanoma_skin,0,conditions
NCT06107738,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT06697184,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma,0,conditions
NCT04486833,lung,Lung & thoracic,,lung,0,conditions
NCT07332455,prostate,Prostate,,prostate,0,conditions
NCT06158828,leukemia,Leukemia,,leukemia,0,conditions
NCT06720987,multi,Multiple cancer types / basket or umbrella,basket with a named cohort,colorectal,1,conditions+title
NCT07101432,head_neck,Head & neck,,head_neck,0,conditions
NCT06747585,multi,Multiple cancer types / basket or umbrella,multiple named cancers,gastric_esophageal;gynecologic;head_neck;lung,0,conditions
NCT02605421,other_named,Other named cancer,,other_named,0,conditions
NCT06014658,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT05501704,breast,Breast,,breast,0,conditions
NCT05105152,leukemia,Leukemia,,leukemia,0,conditions
NCT07211958,leukemia,Leukemia,,leukemia,0,conditions
NCT05954858,brain_cns,Brain & CNS,,brain_cns,1,conditions
