zcta,lat,lon,pop55,pop_total
18232,40.837221,-75.873962,1096.0,4144.0
18234,40.992592,-75.964513,473.0,737.0
18235,40.835018,-75.691474,7322.0,19121.0
18237,40.878534,-76.050441,1132.0,3808.0
18239,40.989676,-75.981362,0.0,0.0
18240,40.862917,-75.842359,1464.0,3909.0
18241,40.944364,-76.164982,239.0,293.0
18242,40.90602,-76.123495,39.0,382.0
18244,40.823663,-75.66874,79.0,314.0
18245,40.85279,-76.030107,208.0,240.0
18246,40.95744,-76.195028,10.0,152.0
18248,40.900868,-76.094503,135.0,516.0
18249,40.987794,-76.116117,1601.0,4161.0
18250,40.812659,-75.858686,820.0,3128.0
18252,40.781606,-75.972444,3565.0,11065.0
18254,40.915913,-75.965651,289.0,783.0
18255,40.933491,-75.829695,1778.0,4310.0
18256,40.940396,-76.14732,83.0,164.0
18301,41.04236,-75.175818,8916.0,28413.0
18302,41.096574,-75.111116,5943.0,17593.0
18321,41.026293,-75.282886,772.0,1746.0
18322,40.918523,-75.393279,969.0,2821.0
18323,41.1956,-75.272695,136.0,136.0
18324,41.158143,-75.00069,3552.0,9591.0
18325,41.26195,-75.266692,811.0,2688.0
18326,41.154998,-75.247188,1360.0,3574.0
18327,40.983375,-75.146645,263.0,590.0
18328,41.2285,-74.973985,3113.0,8061.0
18330,40.962546,-75.449916,2900.0,8586.0
18331,40.908412,-75.440228,373.0,552.0
18332,41.094747,-75.261341,886.0,2692.0
18333,40.898344,-75.490978,7.0,109.0
18334,41.072851,-75.441764,1593.0,4907.0
18335,41.058231,-75.107671,484.0,1418.0
18336,41.373373,-74.73975,1691.0,4133.0
18337,41.32911,-74.871787,5921.0,15517.0
18340,41.417768,-74.765898,39.0,160.0
18342,41.170421,-75.304875,99.0,840.0
18343,40.889898,-75.109437,1649.0,3877.0
18344,41.121414,-75.334054,1462.0,3472.0
18346,41.142754,-75.421191,870.0,2316.0
18347,41.154683,-75.542841,1611.0,3535.0
18349,41.099516,-75.368194,33.0,215.0
18350,41.114427,-75.458202,273.0,595.0
18351,40.923109,-75.099884,142.0,695.0
18353,40.895341,-75.357667,5245.0,11512.0
18354,40.922603,-75.322095,496.0,1157.0
18355,41.076955,-75.362899,515.0,1628.0
18356,41.01578,-75.111962,0.0,0.0
18357,41.231653,-75.210713,72.0,80.0
18360,40.967289,-75.288004,11036.0,29790.0
18370,41.088357,-75.336595,261.0,867.0
18371,41.156225,-75.036657,263.0,977.0
18372,41.044043,-75.334289,838.0,3397.0
18403,41.508998,-75.534936,2504.0,6580.0
18405,41.599854,-75.103874,1017.0,2611.0
18407,41.591754,-75.534853,5101.0,14664.0
18411,41.459175,-75.746872,8260.0,23076.0
18413,41.647649,-75.532704,48.0,78.0
18414,41.541941,-75.745401,2071.0,5390.0
18415,41.755374,-75.082464,685.0,1242.0
18417,41.809703,-75.201115,451.0,914.0
18419,41.577245,-75.79753,1749.0,4868.0
18420,41.60768,-75.699862,31.0,67.0
18421,41.664189,-75.492862,1687.0,4475.0
18424,41.244183,-75.517295,2015.0,5076.0
18425,41.438455,-75.043136,514.0,1053.0
18426,41.325507,-75.239061,1677.0,3426.0
18428,41.450408,-75.109392,5869.0,12446.0
18430,41.740828,-75.474185,43.0,75.0
18431,41.61647,-75.257711,4715.0,12576.0
18433,41.573307,-75.58133,2654.0,7174.0
18434,41.452222,-75.54128,1409.0,4019.0
18435,41.490583,-75.015021,689.0,906.0
18436,41.442792,-75.393451,6052.0,13225.0
18437,41.875251,-75.285748,73.0,156.0
18438,41.432453,-75.245288,961.0,1474.0
18439,41.825503,-75.348966,194.0,418.0
18440,41.559335,-75.765121,24.0,37.0
18441,41.663281,-75.619249,177.0,425.0
18443,41.662927,-75.102094,198.0,338.0
18444,41.340521,-75.551731,5123.0,13681.0
18445,41.297908,-75.359362,930.0,2488.0
18446,41.656175,-75.759143,1325.0,3208.0
18447,41.510737,-75.62048,3545.0,10042.0
18451,41.396999,-75.217929,284.0,530.0
18452,41.483875,-75.589585,2381.0,5085.0
18453,41.745101,-75.367184,527.0,1218.0
18454,41.821495,-75.432911,66.0,80.0
18455,41.893001,-75.359193,109.0,156.0
18456,41.620762,-75.336858,98.0,305.0
18457,41.472094,-75.049165,9.0,9.0
18458,41.395767,-74.919277,1671.0,3576.0
18460,41.268824,-75.344812,84.0,141.0
18461,41.929003,-75.327674,127.0,245.0
18462,41.899549,-75.43553,150.0,545.0
18463,41.346946,-75.380412,146.0,270.0
18464,41.40379,-75.177744,614.0,1455.0
18465,41.831299,-75.516849,514.0,1319.0
18466,41.195764,-75.377182,5777.0,17997.0
18469,41.702468,-75.151986,275.0,506.0
18470,41.735054,-75.52909,1074.0,2296.0
18471,41.529124,-75.697314,248.0,527.0
18472,41.588123,-75.399611,1935.0,6842.0
18473,41.530249,-75.206824,66.0,407.0
18503,41.41008,-75.667703,543.0,1537.0
18504,41.42347,-75.705416,6572.0,20563.0
18505,41.387986,-75.648355,6498.0,21417.0
18507,41.359075,-75.681879,1928.0,5403.0
18508,41.455072,-75.658252,3404.0,11347.0
18509,41.430641,-75.643228,3905.0,13268.0
18510,41.407325,-75.643713,4404.0,14629.0
18512,41.426455,-75.59293,3917.0,12714.0
18517,41.395238,-75.714626,2067.0,5192.0
18518,41.374961,-75.739617,3183.0,8533.0
18519,41.462045,-75.630622,1820.0,5259.0
18602,41.186018,-75.753988,117.0,356.0
18603,41.082935,-76.247853,6901.0,18985.0
18610,41.058966,-75.533827,1443.0,4373.0
18612,41.349715,-75.980488,6269.0,17754.0
18614,41.483404,-76.356396,1023.0,1987.0
18615,41.457799,-75.858674,700.0,1713.0
18616,41.519364,-76.640201,462.0,792.0
18617,41.170541,-76.077531,564.0,1616.0
18618,41.380285,-76.038202,1390.0,3583.0
18619,41.431411,-76.713084,80.0,137.0
18621,41.255347,-76.091065,2104.0,4903.0
18622,41.201232,-76.273515,112.0,265.0
18623,41.664801,-76.151984,873.0,2194.0
18624,41.060706,-75.64656,263.0,460.0
18625,41.515032,-75.850156,51.0,105.0
18626,41.413547,-76.454453,358.0,502.0
18627,41.315591,-76.022356,0.0,0.0
18628,41.430143,-76.313808,82.0,152.0
18629,41.517604,-76.141339,839.0,1772.0
18630,41.662144,-76.023636,1141.0,3027.0
18631,41.030711,-76.302779,448.0,1109.0
18632,41.45936,-76.37747,157.0,419.0
18634,41.185511,-76.022618,4425.0,13638.0
18635,41.02924,-76.201347,1424.0,3640.0
18636,41.399204,-76.081856,582.0,1588.0
18640,41.297358,-75.740248,5771.0,16418.0
18641,41.336398,-75.728394,2345.0,6385.0
18642,41.356348,-75.773181,1364.0,4469.0
18643,41.361912,-75.838549,4899.0,12683.0
18644,41.327989,-75.881964,2915.0,7318.0
18651,41.254051,-75.959827,3018.0,8672.0
18655,41.187724,-76.203214,2230.0,5789.0
18656,41.332543,-76.185438,860.0,2128.0
18657,41.52251,-75.959485,4151.0,11043.0
18660,41.098662,-76.062912,1322.0,3278.0
18661,41.076392,-75.740795,2417.0,5541.0
18701,41.243237,-75.885302,999.0,3926.0
18702,41.230478,-75.757439,12401.0,42120.0
18704,41.276189,-75.895218,10379.0,30997.0
18705,41.271848,-75.842772,4685.0,15595.0
18706,41.203289,-75.914803,5265.0,16318.0
18707,41.133883,-75.918347,5279.0,16418.0
18708,41.295848,-75.963463,3368.0,9063.0
18709,41.286326,-75.89673,1116.0,2959.0
18801,41.826389,-75.939711,3285.0,7838.0
18810,41.931063,-76.501007,2422.0,5477.0
18812,41.973202,-75.964751,876.0,1584.0
18814,41.783946,-76.600757,54.0,163.0
18816,41.739764,-75.909739,39.0,107.0
18817,41.872254,-76.622944,59.0,169.0
18818,41.914932,-76.050887,523.0,1259.0
18820,41.777665,-75.650371,0.0,36.0
18821,41.98982,-75.722697,467.0,1046.0
18822,41.940124,-75.794962,1173.0,3079.0
18823,41.773948,-75.691554,79.0,108.0
18824,41.697366,-75.787183,612.0,1342.0
18825,41.825618,-75.607459,92.0,128.0
18826,41.748621,-75.727481,638.0,1412.0
18828,41.797443,-76.110303,97.0,207.0
18829,41.837644,-76.173693,322.0,708.0
18830,41.959087,-76.114452,276.0,572.0
18831,41.894223,-76.598118,517.0,1065.0
18832,41.678216,-76.568867,641.0,1867.0
18833,41.59067,-76.46939,818.0,2061.0
18834,41.830967,-75.720934,1314.0,3272.0
18837,41.915072,-76.30286,861.0,2710.0
18840,41.973067,-76.530371,3393.0,11249.0
18842,41.768962,-75.612955,52.0,170.0
18843,41.804449,-75.89414,194.0,349.0
18844,41.694762,-75.913156,612.0,1467.0
18845,41.787336,-76.18212,243.0,528.0
18846,41.621411,-76.229986,360.0,760.0
18847,41.928841,-75.579051,1815.0,5082.0
18848,41.753437,-76.457497,3504.0,8625.0
18850,41.871983,-76.472515,817.0,1964.0
18851,41.936675,-76.179694,253.0,580.0
18853,41.721414,-76.276925,1475.0,4137.0
18854,41.790666,-76.355714,624.0,1595.0
18901,40.304772,-75.150789,10348.0,28477.0
18902,40.353296,-75.097808,8251.0,22648.0
18912,40.315655,-75.063721,152.0,250.0
18913,40.372212,-75.056125,69.0,317.0
18914,40.289488,-75.2107,6724.0,21371.0
18915,40.272505,-75.256209,564.0,1791.0
18917,40.369133,-75.200018,697.0,2176.0
18920,40.493003,-75.086697,297.0,483.0
18921,40.529626,-75.171066,95.0,177.0
18923,40.353617,-75.166702,291.0,1317.0
18925,40.283671,-75.062906,1684.0,6650.0
18927,40.324302,-75.240948,58.0,311.0
18929,40.258108,-75.079119,3164.0,9736.0
18930,40.532189,-75.212624,1074.0,2218.0
18932,40.291585,-75.250486,230.0,584.0
18933,40.402463,-75.039241,135.0,135.0
18935,40.432826,-75.394995,90.0,413.0
18936,40.226493,-75.228091,26.0,288.0
18938,40.351048,-74.998049,7223.0,13192.0
18940,40.260594,-74.93707,10926.0,29797.0
18942,40.474101,-75.166632,1680.0,2498.0
18944,40.396234,-75.231167,8753.0,27405.0
18946,40.286153,-75.005153,380.0,629.0
18947,40.422899,-75.117839,2562.0,6676.0
18950,40.434635,-75.066443,128.0,128.0
18951,40.45918,-75.347434,12539.0,36556.0
18954,40.225413,-74.992957,4374.0,10864.0
18955,40.482445,-75.311319,492.0,1453.0
18960,40.366295,-75.325895,4630.0,12198.0
18962,40.344604,-75.270454,174.0,450.0
18964,40.30347,-75.337889,4650.0,14422.0
18966,40.188468,-75.009898,14419.0,35994.0
18969,40.326304,-75.368422,5545.0,15229.0
18970,40.412019,-75.381111,213.0,733.0
18972,40.52732,-75.124666,1543.0,2944.0
18974,40.217062,-75.072803,16865.0,42984.0
18976,40.248821,-75.143522,8062.0,21942.0
18977,40.284173,-74.87417,2245.0,4378.0
18980,40.27276,-75.010943,55.0,84.0
19001,40.12623,-75.126511,5605.0,17601.0
19002,40.187753,-75.215847,11206.0,31681.0
19003,40.002113,-75.298395,3462.0,14411.0
19004,40.009753,-75.231508,3407.0,10439.0
19006,40.128573,-75.059719,8569.0,23211.0
19007,40.116388,-74.857078,6540.0,22585.0
19008,39.974219,-75.361244,7887.0,20193.0
19009,40.137798,-75.063121,429.0,1153.0
19010,40.023764,-75.330471,5854.0,22004.0
19012,40.059691,-75.105874,2208.0,6787.0
19013,39.845414,-75.374817,9418.0,34697.0
19014,39.864907,-75.432958,6795.0,21242.0
19015,39.86653,-75.391496,5219.0,16590.0
19017,39.890842,-75.462953,142.0,297.0
19018,39.923146,-75.298322,6816.0,23150.0
19020,40.099749,-74.937829,19282.0,57079.0
19021,40.088944,-74.894079,3116.0,9713.0
19022,39.857244,-75.337738,1326.0,3882.0
19023,39.91724,-75.267086,5096.0,22636.0
19025,40.145584,-75.163224,2941.0,7417.0
19026,39.950354,-75.304047,8768.0,32749.0
19027,40.07345,-75.124545,6802.0,20412.0
19029,39.862699,-75.292734,1474.0,3970.0
19030,40.182098,-74.8346,4389.0,12310.0
19031,40.10825,-75.217468,2090.0,5166.0
19032,39.888246,-75.275774,1505.0,6748.0
19033,39.890804,-75.32885,2427.0,7614.0
19034,40.133515,-75.209509,2614.0,7084.0
19035,40.051349,-75.277642,1447.0,3779.0
19036,39.903712,-75.293236,3833.0,13349.0
19038,40.10521,-75.169812,10120.0,32157.0
19040,40.177294,-75.10619,7169.0,21866.0
19041,40.004484,-75.320002,2638.0,6088.0
19043,39.900483,-75.308894,941.0,3550.0
19044,40.188988,-75.152483,4271.0,17134.0
19046,40.101341,-75.105577,6886.0,19143.0
19047,40.180448,-74.912451,13372.0,34182.0
19050,39.937639,-75.263508,10084.0,28819.0
19052,39.897179,-75.445336,406.0,617.0
19053,40.153918,-74.974991,10105.0,28000.0
19054,40.170692,-74.816584,4979.0,17597.0
19055,40.150307,-74.839218,4131.0,13734.0
19056,40.149508,-74.884744,4420.0,15634.0
19057,40.14089,-74.858362,4911.0,17924.0
19060,39.850699,-75.491965,4007.0,11476.0
19061,39.827818,-75.431926,6668.0,20135.0
19063,39.922229,-75.414058,14480.0,38206.0
19064,39.932078,-75.338962,8481.0,25137.0
19066,40.002176,-75.248899,1887.0,5893.0
19067,40.229997,-74.85935,18388.0,53596.0
19070,39.906316,-75.324539,2177.0,6057.0
19072,40.023891,-75.257741,3410.0,10352.0
19073,39.983253,-75.429218,8577.0,21587.0
19074,39.88599,-75.295756,1849.0,5915.0
19075,40.114798,-75.189698,2350.0,7779.0
19076,39.886097,-75.30737,1909.0,6411.0
19078,39.873641,-75.321331,3711.0,11742.0
19079,39.902263,-75.265718,2430.0,9014.0
19081,39.898604,-75.34751,2820.0,10363.0
19082,39.960428,-75.27032,8719.0,41875.0
19083,39.977153,-75.311947,11360.0,37220.0
19085,40.036973,-75.349913,2136.0,10679.0
19086,39.890943,-75.37016,4215.0,12835.0
19087,40.062099,-75.400394,9913.0,33770.0
19090,40.148072,-75.124082,5370.0,19926.0
19094,39.875033,-75.346694,1296.0,4517.0
19095,40.085875,-75.151366,2845.0,7759.0
19096,39.998147,-75.273908,5492.0,15136.0
19102,39.952983,-75.165474,951.0,5946.0
19103,39.953372,-75.174187,8250.0,25602.0
19104,39.958518,-75.198856,6977.0,54454.0
19106,39.946649,-75.142232,4705.0,14421.0
19107,39.951764,-75.158667,3010.0,15478.0
19108,39.959865,-75.160829,12.0,162.0
19109,39.949652,-75.163654,0.0,0.0
19111,40.060612,-75.080176,19363.0,65821.0
19112,39.889857,-75.16939,0.0,0.0
19113,39.871363,-75.272947,0.0,0.0
19114,40.069399,-75.000162,10883.0,31071.0
19115,40.090698,-75.042868,13527.0,34737.0
19116,40.117418,-75.015101,12302.0,33421.0
19118,40.073872,-75.211217,3990.0,10231.0
19119,40.052811,-75.191167,9224.0,28566.0
19120,40.034147,-75.119198,17854.0,68078.0
19121,39.982071,-75.179825,7143.0,40324.0
19122,39.97771,-75.145722,3547.0,24740.0
19123,39.963734,-75.145482,3483.0,19327.0
19124,40.017257,-75.095261,13564.0,70763.0
19125,39.97652,-75.124655,4141.0,25331.0
19126,40.056119,-75.136564,5727.0,17520.0
19127,40.029238,-75.226914,823.0,5797.0
19128,40.049525,-75.230253,10580.0,37018.0
19129,40.013014,-75.185402,2931.0,11812.0
19130,39.967502,-75.174671,7358.0,30424.0
19131,39.986937,-75.219246,12767.0,44799.0
19132,39.996864,-75.170871,10594.0,31627.0
19133,39.993007,-75.141016,6977.0,25694.0
19134,39.989223,-75.108756,11810.0,56750.0
19135,40.021728,-75.050671,8135.0,34234.0
19136,40.040129,-75.019583,9214.0,35898.0
19137,39.993,-75.072052,2506.0,7933.0
19138,40.055957,-75.159485,8559.0,31737.0
19139,39.961575,-75.231146,11411.0,44619.0
19140,40.012279,-75.145084,16697.0,54196.0
19141,40.037921,-75.145377,11207.0,33832.0
19142,39.921752,-75.233279,5832.0,30312.0
19143,39.943806,-75.226551,14365.0,62503.0
19144,40.031929,-75.176099,12976.0,48542.0
19145,39.914501,-75.191217,12472.0,42955.0
19146,39.939496,-75.184146,7252.0,40845.0
19147,39.936404,-75.154729,8631.0,38747.0
19148,39.911612,-75.151475,13146.0,50777.0
19149,40.03783,-75.065542,12720.0,57226.0
19150,40.072512,-75.171694,7887.0,23582.0
19151,39.979613,-75.257043,8017.0,32938.0
19152,40.061595,-75.046385,12514.0,35566.0
19153,39.879986,-75.237908,3885.0,12396.0
19154,40.09567,-74.982552,9801.0,34084.0
19301,40.040279,-75.480341,3117.0,8319.0
19310,39.935094,-75.972833,738.0,3035.0
19311,39.821095,-75.771347,2755.0,12262.0
19312,40.032159,-75.451354,3911.0,11901.0
19316,40.054083,-75.833836,47.0,68.0
19317,39.862461,-75.602787,3170.0,10844.0
19319,39.926816,-75.524481,154.0,713.0
19320,39.962991,-75.832026,17579.0,55671.0
19330,39.868292,-75.913785,2265.0,5678.0
19333,40.041872,-75.423597,2419.0,7616.0
19335,40.022618,-75.721218,15544.0,52524.0
19341,40.039967,-75.640752,5719.0,20660.0
19342,39.907638,-75.500025,7948.0,20654.0
19343,40.100772,-75.754945,3173.0,8595.0
19344,40.083577,-75.881364,4600.0,12910.0
19345,40.029699,-75.569519,255.0,751.0
19348,39.866024,-75.720243,8736.0,23435.0
19350,39.760276,-75.796353,3518.0,10401.0
19352,39.783773,-75.888327,2864.0,11689.0
19355,40.045497,-75.527903,8806.0,28650.0
19358,39.964404,-75.807075,30.0,182.0
19362,39.750743,-76.070383,1816.0,6181.0
19363,39.787821,-75.968115,4993.0,17929.0
19365,39.966371,-75.925129,2054.0,7477.0
19367,39.962894,-75.883869,17.0,170.0
19369,39.98069,-75.894734,0.0,186.0
19372,39.999056,-75.757445,851.0,2294.0
19373,39.901103,-75.533499,840.0,2288.0
19374,39.829318,-75.7512,144.0,732.0
19375,39.900053,-75.73698,159.0,272.0
19380,39.987218,-75.603138,17835.0,50093.0
19382,39.927665,-75.613166,17264.0,53035.0
19383,39.936617,-75.606001,0.0,5892.0
19390,39.836097,-75.842359,4486.0,12049.0
19401,40.13018,-75.331629,10857.0,43099.0
19403,40.148523,-75.37908,16658.0,43967.0
19405,40.099644,-75.334292,950.0,5167.0
19406,40.094879,-75.385685,7903.0,29388.0
19422,40.15681,-75.279393,6872.0,20068.0
19425,40.104954,-75.643665,3892.0,17071.0
19426,40.189235,-75.438102,12124.0,43284.0
19428,40.080216,-75.302504,4971.0,20225.0
19435,40.327903,-75.565205,15.0,82.0
19436,40.202502,-75.248805,544.0,544.0
19437,40.180101,-75.260459,149.0,625.0
19438,40.269439,-75.390006,8965.0,25184.0
19440,40.285137,-75.290907,5663.0,19650.0
19442,40.1327,-75.578788,0.0,0.0
19444,40.086857,-75.254274,4024.0,11070.0
19446,40.23068,-75.303647,22218.0,61608.0
19453,40.138397,-75.502225,602.0,1421.0
19454,40.226113,-75.243786,10483.0,28141.0
19456,40.136643,-75.459637,83.0,192.0
19457,40.206881,-75.585751,62.0,62.0
19460,40.126329,-75.529946,13075.0,43927.0
19462,40.115345,-75.28199,5339.0,16215.0
19464,40.258928,-75.615861,14008.0,48084.0
19465,40.190386,-75.68457,6186.0,18309.0
19468,40.207649,-75.53206,8451.0,28050.0
19472,40.340446,-75.581887,24.0,55.0
19473,40.256168,-75.482534,5171.0,17731.0
19474,40.224264,-75.404995,157.0,286.0
19475,40.171654,-75.598754,3677.0,12382.0
19477,40.184453,-75.235796,85.0,85.0
19490,40.196723,-75.354004,83.0,433.0
19492,40.282294,-75.493445,552.0,766.0
19501,40.244477,-76.064701,176.0,950.0
19503,40.408009,-75.571478,393.0,1114.0
19504,40.416215,-75.588554,2445.0,5327.0
19505,40.379095,-75.62242,1677.0,3038.0
19506,40.454218,-76.12869,2640.0,7042.0
19507,40.505167,-76.270312,1006.0,3744.0
19508,40.260389,-75.832122,5125.0,15066.0
19510,40.445918,-75.882015,2185.0,8134.0
19511,40.485917,-75.74323,92.0,158.0
19512,40.350632,-75.679126,6314.0,15420.0
19516,40.486855,-76.005264,81.0,181.0
19518,40.271635,-75.750052,5185.0,16793.0
19520,40.157484,-75.80073,2678.0,6324.0
19522,40.449419,-75.816732,5678.0,13926.0
19523,40.200867,-75.850772,20.0,20.0
19525,40.308839,-75.586107,4246.0,17859.0
19526,40.547096,-75.996638,4492.0,11412.0
19529,40.64112,-75.858751,1436.0,3228.0
19530,40.539073,-75.781444,3620.0,14896.0
19533,40.425173,-75.992673,3646.0,8823.0
19534,40.582788,-75.879334,757.0,1983.0
19535,40.339729,-75.794304,17.0,51.0
19536,40.480578,-75.758948,207.0,490.0
19538,40.547577,-75.702623,11.0,89.0
19539,40.496313,-75.683558,1419.0,4112.0
19540,40.236277,-75.96661,3991.0,11705.0
19541,40.478321,-76.017793,1506.0,4371.0
19543,40.175621,-75.894981,1775.0,6172.0
19544,40.416876,-76.296566,55.0,174.0
19545,40.34051,-75.630476,68.0,1016.0
19547,40.380716,-75.772948,1690.0,4558.0
19549,40.583253,-76.030814,103.0,302.0
19550,40.454617,-76.2496,132.0,583.0
19551,40.361782,-76.137324,1838.0,4578.0
19554,40.512879,-76.103733,165.0,333.0
19555,40.494381,-75.953921,1342.0,3415.0
19559,40.493171,-76.185127,118.0,341.0
19560,40.403867,-75.880401,3029.0,9544.0
19562,40.502989,-75.701767,1293.0,2965.0
19564,40.518015,-75.872059,77.0,293.0
19565,40.342507,-76.088241,3522.0,8744.0
19567,40.39907,-76.209365,1680.0,5882.0
19601,40.356953,-75.938347,7443.0,36493.0
19602,40.327563,-75.916724,3837.0,18001.0
19604,40.358299,-75.90947,6089.0,29408.0
19605,40.39857,-75.946123,7233.0,20916.0
19606,40.338916,-75.857079,11736.0,36097.0
19607,40.291483,-75.944791,7528.0,24332.0
19608,40.314491,-76.035213,7576.0,23986.0
19609,40.327682,-75.996519,2966.0,10003.0
19610,40.341535,-75.974921,6606.0,16231.0
19611,40.324674,-75.942857,3076.0,11170.0
19701,39.583895,-75.696995,12766.0,44801.0
19702,39.6182,-75.729724,15041.0,56049.0
19703,39.801514,-75.453853,4533.0,15936.0
19706,39.574954,-75.590676,677.0,2059.0
19707,39.785594,-75.68364,6091.0,17366.0
19709,39.494369,-75.67747,15217.0,50542.0
19710,39.789573,-75.584684,0.0,0.0
19711,39.713781,-75.740826,14435.0,49113.0
19713,39.670751,-75.710123,9539.0,30549.0
19716,39.667959,-75.746184,0.0,0.0
19717,39.678689,-75.749962,0.0,6522.0
19720,39.645467,-75.604496,18126.0,60593.0
19730,39.454954,-75.661037,154.0,506.0
19731,39.509434,-75.601291,402.0,630.0
19732,39.800296,-75.574599,144.0,155.0
19733,39.559085,-75.651523,76.0,182.0
19734,39.381644,-75.653322,3207.0,14151.0
19735,39.806643,-75.597331,0.0,0.0
19736,39.780331,-75.642813,13.0,13.0
19801,39.723588,-75.541208,4000.0,16170.0
19802,39.755042,-75.526462,7263.0,25670.0
19803,39.799872,-75.542232,8151.0,21971.0
19804,39.718761,-75.621868,5435.0,18231.0
19805,39.74521,-75.593712,10255.0,40315.0
19806,39.762542,-75.563298,4243.0,9934.0
19807,39.7965,-75.61284,3692.0,7763.0
19808,39.737615,-75.667057,13396.0,38334.0
19809,39.756674,-75.501035,4853.0,15129.0
19810,39.818682,-75.506183,9874.0,25859.0
19901,39.181542,-75.47352,10716.0,39149.0
19902,39.127656,-75.466911,0.0,53.0
19904,39.171279,-75.587619,12050.0,38125.0
19930,38.552863,-75.069397,2374.0,2873.0
19931,38.569298,-75.610451,197.0,431.0
19933,38.733018,-75.603361,3753.0,11409.0
19934,39.084727,-75.627355,4599.0,13579.0
19936,39.218635,-75.585114,71.0,176.0
19938,39.256465,-75.698822,2448.0,9867.0
19939,38.568957,-75.207538,3975.0,7833.0
19940,38.477562,-75.564931,2504.0,7108.0
19941,38.793658,-75.426062,967.0,3120.0
19943,39.004436,-75.606986,4937.0,13167.0
19944,38.477868,-75.053083,534.0,652.0
19945,38.497894,-75.229033,4956.0,8917.0
19946,39.034802,-75.449585,1864.0,5508.0
19947,38.670266,-75.404663,5544.0,19343.0
19950,38.818451,-75.596743,2895.0,7822.0
19951,38.685257,-75.255153,1036.0,1957.0
19952,38.916699,-75.612104,3170.0,10730.0
19953,39.152487,-75.694133,1333.0,4614.0
19954,38.89701,-75.520457,547.0,1728.0
19955,39.226969,-75.664724,37.0,359.0
19956,38.547645,-75.538186,4786.0,16274.0
19958,38.728714,-75.168507,18128.0,29599.0
19960,38.850913,-75.408716,2005.0,7083.0
19962,39.068808,-75.488388,3802.0,12618.0
19963,38.943253,-75.362567,8348.0,22544.0
19964,39.096027,-75.725463,414.0,1570.0
19966,38.579422,-75.277196,16598.0,34892.0
19967,38.539706,-75.120863,1599.0,2093.0
19968,38.78292,-75.279802,7278.0,14791.0
19970,38.554973,-75.099405,5387.0,8265.0
19971,38.694504,-75.0997,10156.0,15528.0
19973,38.634462,-75.623572,8776.0,25786.0
19975,38.468919,-75.171673,6068.0,10356.0
19977,39.298946,-75.546122,7885.0,27164.0
19979,39.050367,-75.576462,223.0,503.0
19980,39.073522,-75.570169,76.0,118.0
20001,38.910353,-77.017739,6709.0,44022.0
20002,38.905026,-76.983607,11338.0,70580.0
20003,38.88184,-76.99094,6516.0,36194.0
20004,38.895093,-77.026584,570.0,1756.0
20005,38.904438,-77.031597,2411.0,12960.0
20006,38.898482,-77.041205,85.0,1335.0
20007,38.917716,-77.090635,7626.0,23696.0
20008,38.934815,-77.05894,8287.0,28743.0
20009,38.919144,-77.037381,8652.0,49997.0
20010,38.932825,-77.031798,5162.0,31591.0
20011,38.952514,-77.022991,15410.0,66951.0
20012,38.979021,-77.030801,5417.0,17662.0
20015,38.966889,-77.058323,5811.0,15413.0
20016,38.936909,-77.090037,10529.0,31668.0
20017,38.938154,-76.992909,5353.0,21013.0
20018,38.926576,-76.974446,5409.0,19956.0
20019,38.892246,-76.941772,15143.0,64365.0
20020,38.860382,-76.978961,13543.0,53885.0
20024,38.870543,-77.026826,4199.0,16197.0
20032,38.831882,-77.016556,9452.0,38828.0
20036,38.907034,-77.041677,952.0,4635.0
20037,38.892459,-77.053811,2966.0,12441.0
20045,38.896731,-77.030798,0.0,0.0
20052,38.89879,-77.047787,10.0,2290.0
20057,38.908971,-77.075171,0.0,2835.0
20059,38.92246,-77.020042,0.0,1093.0
20064,38.936371,-76.99921,78.0,1310.0
20105,38.953169,-77.603594,5088.0,35539.0
20106,38.699346,-78.002209,1595.0,4100.0
20109,38.793898,-77.530962,8077.0,44161.0
20110,38.746071,-77.487673,10771.0,49452.0
20111,38.748968,-77.427873,8042.0,38153.0
20112,38.670807,-77.430106,8160.0,29617.0
20115,38.816307,-77.88957,3031.0,8110.0
20117,38.998822,-77.733937,1424.0,3248.0
20119,38.62063,-77.625662,1392.0,3543.0
20120,38.856974,-77.484219,10898.0,42917.0
20121,38.811033,-77.462944,5513.0,27507.0
20124,38.781332,-77.391333,5529.0,14557.0
20129,39.163358,-77.593204,242.0,469.0
20130,39.039676,-77.941872,107.0,217.0
20132,39.165816,-77.726945,5045.0,19241.0
20135,39.086313,-77.887226,1277.0,3376.0
20136,38.729834,-77.544163,5784.0,31204.0
20137,38.806579,-77.722437,870.0,1734.0
20141,39.121311,-77.790923,1855.0,8323.0
20143,38.875302,-77.562249,265.0,744.0
20144,38.920726,-77.935434,745.0,1322.0
20147,39.041947,-77.47813,17078.0,67007.0
20148,38.993905,-77.532196,8803.0,63615.0
20151,38.897187,-77.443874,5882.0,22502.0
20152,38.899353,-77.518706,5812.0,36453.0
20155,38.806662,-77.621357,10485.0,37516.0
20158,39.139846,-77.658629,1678.0,5137.0
20164,39.011103,-77.396849,9237.0,42694.0
20165,39.057538,-77.392009,8723.0,34210.0
20166,38.970032,-77.464002,2343.0,13854.0
20169,38.872078,-77.641383,7449.0,28696.0
20170,38.979842,-77.37975,10255.0,43372.0
20171,38.926874,-77.396775,10713.0,50796.0
